year,month,day,hour,ausleihen,subrate,holidays,weekday,workday,tempC,precipMM,humidity,windspeedKmph,weatherDesc2,starttime,ausleihe1woche,ausleihe1stunde,ausleihe2stunde,ausleihe2woche,ausleihe3woche
2015,5,1,0,1,1.0,0,4,1,9,0.0,77,8,Partly cloudy,2015-05-01 00:00:00,0,0,0,0,0
2015,5,1,6,3,1.0,0,4,1,9,0.0,74,9,Cloudy,2015-05-01 06:00:00,0,0,0,0,0
2015,5,1,7,11,0.9090909090909092,0,4,1,10,0.0,69,11,Cloudy,2015-05-01 07:00:00,0,3,0,0,0
2015,5,1,8,19,1.0,0,4,1,12,0.0,64,13,Cloudy,2015-05-01 08:00:00,0,11,3,0,0
2015,5,1,9,9,1.0,0,4,1,13,0.0,58,14,Cloudy,2015-05-01 09:00:00,0,19,11,0,0
2015,5,1,10,8,0.625,0,4,1,13,0.0,59,14,Cloudy,2015-05-01 10:00:00,0,9,19,0,0
2015,5,1,11,5,0.6,0,4,1,13,0.0,59,14,Overcast,2015-05-01 11:00:00,0,8,9,0,0
2015,5,1,12,5,0.8,0,4,1,14,0.0,60,14,Overcast,2015-05-01 12:00:00,0,5,8,0,0
2015,5,1,13,15,0.9333333333333332,0,4,1,13,0.0,61,13,Overcast,2015-05-01 13:00:00,0,5,5,0,0
2015,5,1,14,16,0.75,0,4,1,13,0.0,63,12,Sunny,2015-05-01 14:00:00,0,15,5,0,0
2015,5,1,15,15,0.9333333333333332,0,4,1,13,0.0,64,10,Sunny,2015-05-01 15:00:00,0,16,15,0,0
2015,5,1,16,30,0.7333333333333333,0,4,1,12,0.0,68,11,Sunny,2015-05-01 16:00:00,0,15,16,0,0
2015,5,1,17,33,0.9090909090909092,0,4,1,11,0.0,73,11,Cloudy,2015-05-01 17:00:00,0,30,15,0,0
2015,5,1,18,23,0.9130434782608696,0,4,1,10,0.0,77,12,Cloudy,2015-05-01 18:00:00,0,33,30,0,0
2015,5,1,19,8,0.875,0,4,1,9,0.0,78,10,Cloudy,2015-05-01 19:00:00,0,23,33,0,0
2015,5,1,20,8,0.5,0,4,1,9,0.0,79,9,Cloudy,2015-05-01 20:00:00,0,8,23,0,0
2015,5,1,21,1,0.0,0,4,1,8,0.0,79,8,Cloudy,2015-05-01 21:00:00,0,8,8,0,0
2015,5,1,22,1,0.0,0,4,1,8,0.0,82,6,Cloudy,2015-05-01 22:00:00,0,1,8,0,0
2015,5,1,23,2,1.0,0,4,1,7,0.0,85,4,Partly cloudy,2015-05-01 23:00:00,0,1,1,0,0
2015,5,2,8,10,0.7,0,5,0,14,0.0,67,3,Sunny,2015-05-02 08:00:00,0,0,0,0,0
2015,5,2,9,11,0.9090909090909092,0,5,0,16,0.0,65,4,Sunny,2015-05-02 09:00:00,0,10,0,0,0
2015,5,2,10,17,0.8235294117647058,0,5,0,16,0.0,61,7,Sunny,2015-05-02 10:00:00,0,11,10,0,0
2015,5,2,11,28,0.5714285714285714,0,5,0,17,0.0,58,9,Sunny,2015-05-02 11:00:00,0,17,11,0,0
2015,5,2,12,31,0.5806451612903226,0,5,0,18,0.0,54,12,Sunny,2015-05-02 12:00:00,0,28,17,0,0
2015,5,2,13,32,0.65625,0,5,0,17,0.0,58,15,Sunny,2015-05-02 13:00:00,0,31,28,0,0
2015,5,2,14,38,0.5,0,5,0,16,0.0,62,18,Sunny,2015-05-02 14:00:00,0,32,31,0,0
2015,5,2,15,42,0.5714285714285714,0,5,0,14,0.0,65,21,Sunny,2015-05-02 15:00:00,0,38,32,0,0
2015,5,2,16,30,0.4333333333333333,0,5,0,13,0.0,69,18,Sunny,2015-05-02 16:00:00,0,42,38,0,0
2015,5,2,17,29,0.4482758620689655,0,5,0,12,0.0,73,15,Sunny,2015-05-02 17:00:00,0,30,42,0,0
2015,5,2,18,20,0.7,0,5,0,11,0.0,77,12,Clear,2015-05-02 18:00:00,0,29,30,0,0
2015,5,2,19,9,0.8888888888888888,0,5,0,10,0.0,77,12,Clear,2015-05-02 19:00:00,0,20,29,0,0
2015,5,2,20,10,0.4,0,5,0,10,0.0,77,12,Partly cloudy,2015-05-02 20:00:00,0,9,20,0,0
2015,5,2,21,1,1.0,0,5,0,10,0.0,78,13,Partly cloudy,2015-05-02 21:00:00,0,10,9,0,0
2015,5,3,0,1,1.0,0,6,0,10,0.0,84,7,Clear,2015-05-03 00:00:00,0,0,0,0,0
2015,5,3,1,5,0.4,0,6,0,9,0.0,84,7,Clear,2015-05-03 01:00:00,0,1,0,0,0
2015,5,3,6,1,1.0,0,6,0,12,0.0,76,2,Sunny,2015-05-03 06:00:00,0,0,0,0,0
2015,5,3,7,1,0.0,0,6,0,14,0.0,69,2,Sunny,2015-05-03 07:00:00,0,1,0,0,0
2015,5,3,8,6,0.8333333333333334,0,6,0,17,0.0,63,2,Sunny,2015-05-03 08:00:00,0,1,1,0,0
2015,5,3,9,10,0.8,0,6,0,19,0.0,57,3,Sunny,2015-05-03 09:00:00,0,6,1,0,0
2015,5,3,10,15,1.0,0,6,0,20,0.0,53,5,Sunny,2015-05-03 10:00:00,0,10,6,0,0
2015,5,3,11,36,0.6666666666666666,0,6,0,21,0.0,49,7,Sunny,2015-05-03 11:00:00,0,15,10,0,0
2015,5,3,12,31,0.5806451612903226,0,6,0,22,0.0,45,9,Sunny,2015-05-03 12:00:00,0,36,15,0,0
2015,5,3,13,33,0.4848484848484848,0,6,0,21,0.0,49,12,Sunny,2015-05-03 13:00:00,0,31,36,0,0
2015,5,3,14,51,0.5294117647058824,0,6,0,20,0.0,53,15,Partly cloudy,2015-05-03 14:00:00,0,33,31,0,0
2015,5,3,15,35,0.5714285714285714,0,6,0,19,0.0,57,18,Partly cloudy,2015-05-03 15:00:00,0,51,33,0,0
2015,5,3,16,48,0.625,0,6,0,18,0.0,63,17,Partly cloudy,2015-05-03 16:00:00,0,35,51,0,0
2015,5,3,17,42,0.6428571428571429,0,6,0,17,0.0,68,16,Partly cloudy,2015-05-03 17:00:00,0,48,35,0,0
2015,5,3,18,16,0.9375,0,6,0,15,0.0,73,15,Partly cloudy,2015-05-03 18:00:00,0,42,48,0,0
2015,5,3,19,42,0.7619047619047619,0,6,0,15,0.0,73,14,Partly cloudy,2015-05-03 19:00:00,0,16,42,0,0
2015,5,3,20,18,0.5555555555555556,0,6,0,14,0.0,74,13,Partly cloudy,2015-05-03 20:00:00,0,42,16,0,0
2015,5,3,21,4,0.25,0,6,0,14,0.0,74,12,Partly cloudy,2015-05-03 21:00:00,0,18,42,0,0
2015,5,3,22,1,1.0,0,6,0,13,0.0,76,11,Partly cloudy,2015-05-03 22:00:00,0,4,18,0,0
2015,5,4,6,11,1.0,0,0,1,15,0.0,71,9,Sunny,2015-05-04 06:00:00,0,0,0,0,0
2015,5,4,7,14,1.0,0,0,1,17,0.0,66,11,Sunny,2015-05-04 07:00:00,0,11,0,0,0
2015,5,4,8,30,0.9,0,0,1,18,0.0,61,13,Sunny,2015-05-04 08:00:00,0,14,11,0,0
2015,5,4,9,11,0.7272727272727273,0,0,1,19,0.0,56,15,Sunny,2015-05-04 09:00:00,0,30,14,0,0
2015,5,4,10,11,0.5454545454545454,0,0,1,21,0.0,51,16,Sunny,2015-05-04 10:00:00,0,11,30,0,0
2015,5,4,11,16,0.3125,0,0,1,22,0.0,46,18,Sunny,2015-05-04 11:00:00,0,11,11,0,0
2015,5,4,12,7,0.5714285714285714,0,0,1,23,0.0,42,20,Sunny,2015-05-04 12:00:00,0,16,11,0,0
2015,5,4,13,13,0.6153846153846154,0,0,1,23,0.0,43,22,Sunny,2015-05-04 13:00:00,0,7,16,0,0
2015,5,4,14,17,0.5882352941176471,0,0,1,23,0.0,44,24,Sunny,2015-05-04 14:00:00,0,13,7,0,0
2015,5,4,15,25,0.64,0,0,1,24,0.0,45,26,Sunny,2015-05-04 15:00:00,0,17,13,0,0
2015,5,4,16,13,0.8461538461538461,0,0,1,22,0.0,50,23,Sunny,2015-05-04 16:00:00,0,25,17,0,0
2015,5,4,17,53,0.8301886792452831,0,0,1,21,0.0,55,21,Sunny,2015-05-04 17:00:00,0,13,25,0,0
2015,5,4,18,45,0.8888888888888888,0,0,1,19,0.0,61,19,Clear,2015-05-04 18:00:00,0,53,13,0,0
2015,5,4,19,40,0.675,0,0,1,19,0.0,60,21,Clear,2015-05-04 19:00:00,0,45,53,0,0
2015,5,4,20,28,0.8571428571428571,0,0,1,18,0.0,60,23,Clear,2015-05-04 20:00:00,0,40,45,0,0
2015,5,4,21,14,0.7142857142857143,0,0,1,17,0.0,60,26,Clear,2015-05-04 21:00:00,0,28,40,0,0
2015,5,4,22,4,1.0,0,0,1,17,0.0,63,22,Clear,2015-05-04 22:00:00,0,14,28,0,0
2015,5,4,23,2,1.0,0,0,1,16,0.0,67,18,Clear,2015-05-04 23:00:00,0,4,14,0,0
2015,5,5,0,1,1.0,0,1,1,16,0.0,70,14,Clear,2015-05-05 00:00:00,0,2,4,0,0
2015,5,5,6,3,1.0,0,1,1,18,0.0,76,8,Partly cloudy,2015-05-05 06:00:00,0,0,0,0,0
2015,5,5,7,9,1.0,0,1,1,18,0.0,75,7,Partly cloudy,2015-05-05 07:00:00,0,3,0,0,0
2015,5,5,8,23,1.0,0,1,1,19,0.0,74,7,Partly cloudy,2015-05-05 08:00:00,0,9,3,0,0
2015,5,5,9,9,1.0,0,1,1,20,0.0,73,6,Partly cloudy,2015-05-05 09:00:00,0,23,9,0,0
2015,5,5,10,14,0.7857142857142857,0,1,1,21,0.0,69,5,Partly cloudy,2015-05-05 10:00:00,0,9,23,0,0
2015,5,5,11,6,1.0,0,1,1,22,0.1,66,4,Light rain shower,2015-05-05 11:00:00,0,14,9,0,0
2015,5,5,12,9,0.7777777777777778,0,1,1,23,0.2,63,4,Light rain shower,2015-05-05 12:00:00,0,6,14,0,0
2015,5,5,13,8,0.75,0,1,1,23,0.1,60,6,Light rain shower,2015-05-05 13:00:00,0,9,6,0,0
2015,5,5,14,18,0.7777777777777778,0,1,1,23,0.1,57,8,Patchy rain possible,2015-05-05 14:00:00,0,8,9,0,0
2015,5,5,15,14,0.7857142857142857,0,1,1,24,0.1,54,10,Patchy rain possible,2015-05-05 15:00:00,0,18,8,0,0
2015,5,5,16,17,0.9411764705882352,0,1,1,22,0.0,58,9,Patchy rain possible,2015-05-05 16:00:00,0,14,18,0,0
2015,5,5,17,32,0.9375,0,1,1,21,0.3,62,9,Patchy rain possible,2015-05-05 17:00:00,0,17,14,0,0
2015,5,5,18,28,0.75,0,1,1,20,0.4,66,9,Patchy rain possible,2015-05-05 18:00:00,0,32,17,0,0
2015,5,5,19,31,0.9032258064516128,0,1,1,19,0.2,67,7,Patchy rain possible,2015-05-05 19:00:00,0,28,32,0,0
2015,5,5,20,22,0.6363636363636364,0,1,1,18,0.0,68,6,Clear,2015-05-05 20:00:00,0,31,28,0,0
2015,5,5,21,6,1.0,0,1,1,17,0.0,69,5,Clear,2015-05-05 21:00:00,0,22,31,0,0
2015,5,5,22,2,1.0,0,1,1,17,0.0,68,7,Clear,2015-05-05 22:00:00,0,6,22,0,0
2015,5,5,23,9,0.6666666666666666,0,1,1,17,0.0,66,9,Partly cloudy,2015-05-05 23:00:00,0,2,6,0,0
2015,5,6,0,2,1.0,0,2,1,16,0.0,65,11,Partly cloudy,2015-05-06 00:00:00,0,9,2,0,0
2015,5,6,1,2,0.0,0,2,1,16,0.0,64,12,Partly cloudy,2015-05-06 01:00:00,0,2,9,0,0
2015,5,6,2,2,0.0,0,2,1,16,0.0,63,14,Partly cloudy,2015-05-06 02:00:00,0,2,2,0,0
2015,5,6,5,1,1.0,0,2,1,15,0.1,66,13,Patchy light drizzle,2015-05-06 05:00:00,0,0,0,0,0
2015,5,6,6,6,1.0,0,2,1,14,0.2,67,12,Patchy light drizzle,2015-05-06 06:00:00,0,1,0,0,0
2015,5,6,7,8,1.0,0,2,1,15,0.1,68,13,Patchy light drizzle,2015-05-06 07:00:00,0,6,1,0,0
2015,5,6,8,17,1.0,0,2,1,15,0.1,68,15,Light drizzle,2015-05-06 08:00:00,0,8,6,0,0
2015,5,6,9,5,1.0,0,2,1,15,0.2,68,17,Light drizzle,2015-05-06 09:00:00,0,17,8,0,0
2015,5,6,10,6,0.8333333333333334,0,2,1,16,0.1,65,14,Light drizzle,2015-05-06 10:00:00,0,5,17,0,0
2015,5,6,11,6,0.5,0,2,1,16,0.1,62,11,Patchy light drizzle,2015-05-06 11:00:00,0,6,5,0,0
2015,5,6,12,8,0.875,0,2,1,17,0.2,58,8,Patchy light drizzle,2015-05-06 12:00:00,0,6,6,0,0
2015,5,6,13,12,0.75,0,2,1,17,0.1,58,9,Patchy light drizzle,2015-05-06 13:00:00,0,8,6,0,0
2015,5,6,14,7,0.5714285714285714,0,2,1,17,0.0,58,11,Partly cloudy,2015-05-06 14:00:00,0,12,8,0,0
2015,5,6,15,8,0.875,0,2,1,18,0.0,58,12,Partly cloudy,2015-05-06 15:00:00,0,7,12,0,0
2015,5,6,16,4,1.0,0,2,1,16,0.0,64,10,Partly cloudy,2015-05-06 16:00:00,0,8,7,0,0
2015,5,6,17,35,0.9142857142857144,0,2,1,15,0.0,69,9,Partly cloudy,2015-05-06 17:00:00,0,4,8,0,0
2015,5,6,18,39,0.8717948717948718,0,2,1,14,0.0,75,8,Partly cloudy,2015-05-06 18:00:00,0,35,4,0,0
2015,5,6,19,19,0.8947368421052632,0,2,1,14,0.0,78,7,Partly cloudy,2015-05-06 19:00:00,0,39,35,0,0
2015,5,6,20,19,0.7894736842105263,0,2,1,14,0.0,82,7,Clear,2015-05-06 20:00:00,0,19,39,0,0
2015,5,6,21,10,0.7,0,2,1,14,0.0,85,6,Clear,2015-05-06 21:00:00,0,19,19,0,0
2015,5,6,22,9,0.7777777777777778,0,2,1,14,0.0,85,5,Clear,2015-05-06 22:00:00,0,10,19,0,0
2015,5,6,23,4,0.75,0,2,1,14,0.0,86,3,Clear,2015-05-06 23:00:00,0,9,10,0,0
2015,5,7,6,5,1.0,0,3,1,19,0.0,66,4,Sunny,2015-05-07 06:00:00,0,0,0,0,0
2015,5,7,7,9,1.0,0,3,1,20,0.0,60,6,Sunny,2015-05-07 07:00:00,0,5,0,0,0
2015,5,7,8,16,0.9375,0,3,1,20,0.0,55,8,Sunny,2015-05-07 08:00:00,0,9,5,0,0
2015,5,7,9,15,0.9333333333333332,0,3,1,21,0.0,49,9,Sunny,2015-05-07 09:00:00,0,16,9,0,0
2015,5,7,10,8,1.0,0,3,1,22,0.0,48,10,Sunny,2015-05-07 10:00:00,0,15,16,0,0
2015,5,7,11,9,0.8888888888888888,0,3,1,22,0.0,47,11,Sunny,2015-05-07 11:00:00,0,8,15,0,0
2015,5,7,12,8,0.875,0,3,1,22,0.0,46,12,Sunny,2015-05-07 12:00:00,0,9,8,0,0
2015,5,7,13,15,0.4,0,3,1,21,0.0,48,14,Sunny,2015-05-07 13:00:00,0,8,9,0,0
2015,5,7,14,16,0.6875,0,3,1,21,0.0,50,16,Sunny,2015-05-07 14:00:00,0,15,8,0,0
2015,5,7,15,13,0.9230769230769232,0,3,1,21,0.0,52,18,Sunny,2015-05-07 15:00:00,0,16,15,0,0
2015,5,7,16,16,0.6875,0,3,1,19,0.0,61,16,Sunny,2015-05-07 16:00:00,0,13,16,0,0
2015,5,7,17,26,0.8846153846153846,0,3,1,18,0.0,69,14,Sunny,2015-05-07 17:00:00,0,16,13,0,0
2015,5,7,18,31,0.9032258064516128,0,3,1,17,0.0,77,12,Clear,2015-05-07 18:00:00,0,26,16,0,0
2015,5,7,19,28,0.9285714285714286,0,3,1,16,0.0,83,12,Clear,2015-05-07 19:00:00,0,31,26,0,0
2015,5,7,20,20,0.9,0,3,1,15,0.0,89,12,Mist,2015-05-07 20:00:00,0,28,31,0,0
2015,5,7,21,6,0.8333333333333334,0,3,1,14,0.0,94,12,Mist,2015-05-07 21:00:00,0,20,28,0,0
2015,5,7,23,3,0.6666666666666666,0,3,1,14,0.0,95,8,Mist,2015-05-07 23:00:00,0,0,6,0,0
2015,5,8,0,1,1.0,0,4,1,14,0.0,95,6,Mist,2015-05-08 00:00:00,1,3,0,0,0
2015,5,8,5,1,1.0,0,4,1,18,0.0,83,5,Clear,2015-05-08 05:00:00,0,0,0,0,0
2015,5,8,6,8,1.0,0,4,1,19,0.0,79,4,Sunny,2015-05-08 06:00:00,3,1,0,0,0
2015,5,8,7,8,0.875,0,4,1,20,0.0,74,6,Sunny,2015-05-08 07:00:00,11,8,1,0,0
2015,5,8,8,19,0.8947368421052632,0,4,1,22,0.0,70,7,Sunny,2015-05-08 08:00:00,19,8,8,0,0
2015,5,8,9,9,1.0,0,4,1,23,0.0,65,9,Sunny,2015-05-08 09:00:00,9,19,8,0,0
2015,5,8,10,11,0.9090909090909092,0,4,1,23,0.0,62,11,Sunny,2015-05-08 10:00:00,8,9,19,0,0
2015,5,8,11,11,0.6363636363636364,0,4,1,23,0.0,59,12,Sunny,2015-05-08 11:00:00,5,11,9,0,0
2015,5,8,12,12,0.75,0,4,1,24,0.0,56,14,Sunny,2015-05-08 12:00:00,5,11,11,0,0
2015,5,8,13,13,0.6153846153846154,0,4,1,23,0.0,58,18,Sunny,2015-05-08 13:00:00,15,12,11,0,0
2015,5,8,14,21,0.6190476190476191,0,4,1,21,0.0,60,21,Sunny,2015-05-08 14:00:00,16,13,12,0,0
2015,5,8,15,27,0.7037037037037037,0,4,1,20,0.0,62,24,Sunny,2015-05-08 15:00:00,15,21,13,0,0
2015,5,8,16,27,0.7037037037037037,0,4,1,19,0.0,66,20,Sunny,2015-05-08 16:00:00,30,27,21,0,0
2015,5,8,17,46,0.717391304347826,0,4,1,18,0.0,70,16,Partly cloudy,2015-05-08 17:00:00,33,27,27,0,0
2015,5,8,18,41,0.7804878048780488,0,4,1,16,0.0,75,12,Partly cloudy,2015-05-08 18:00:00,23,46,27,0,0
2015,5,8,19,16,0.8125,0,4,1,16,0.0,79,11,Partly cloudy,2015-05-08 19:00:00,8,41,46,0,0
2015,5,8,20,18,0.6111111111111112,0,4,1,16,0.0,83,10,Clear,2015-05-08 20:00:00,8,16,41,0,0
2015,5,8,21,10,0.5,0,4,1,16,0.0,87,9,Clear,2015-05-08 21:00:00,1,18,16,0,0
2015,5,8,22,9,0.8888888888888888,0,4,1,15,0.0,90,8,Clear,2015-05-08 22:00:00,1,10,18,0,0
2015,5,8,23,3,0.3333333333333333,0,4,1,14,0.0,93,7,Mist,2015-05-08 23:00:00,2,9,10,0,0
2015,5,9,0,2,1.0,0,5,0,14,0.0,96,6,Mist,2015-05-09 00:00:00,0,3,9,0,0
2015,5,9,1,2,0.0,0,5,0,14,0.0,96,8,Mist,2015-05-09 01:00:00,0,2,3,0,0
2015,5,9,3,2,0.0,0,5,0,15,0.0,97,12,Mist,2015-05-09 03:00:00,0,0,2,0,0
2015,5,9,4,1,1.0,0,5,0,15,0.0,96,11,Mist,2015-05-09 04:00:00,0,2,0,0,0
2015,5,9,5,1,1.0,0,5,0,15,0.0,95,9,Overcast,2015-05-09 05:00:00,0,1,2,0,0
2015,5,9,6,3,0.3333333333333333,0,5,0,15,0.0,94,8,Overcast,2015-05-09 06:00:00,0,1,1,0,0
2015,5,9,7,2,1.0,0,5,0,15,0.0,92,10,Overcast,2015-05-09 07:00:00,0,3,1,0,0
2015,5,9,8,11,0.7272727272727273,0,5,0,15,0.0,90,13,Overcast,2015-05-09 08:00:00,10,2,3,0,0
2015,5,9,9,5,1.0,0,5,0,16,0.0,87,15,Overcast,2015-05-09 09:00:00,11,11,2,0,0
2015,5,9,10,16,0.875,0,5,0,16,0.0,85,12,Overcast,2015-05-09 10:00:00,17,5,11,0,0
2015,5,9,11,17,0.7647058823529411,0,5,0,17,0.0,83,9,Overcast,2015-05-09 11:00:00,28,16,5,0,0
2015,5,9,12,25,0.76,0,5,0,18,0.0,81,5,Overcast,2015-05-09 12:00:00,31,17,16,0,0
2015,5,9,13,28,0.5714285714285714,0,5,0,18,0.0,83,8,Overcast,2015-05-09 13:00:00,32,25,17,0,0
2015,5,9,14,20,0.6,0,5,0,17,0.0,84,11,Cloudy,2015-05-09 14:00:00,38,28,25,0,0
2015,5,9,15,24,0.75,0,5,0,17,0.0,85,14,Cloudy,2015-05-09 15:00:00,42,20,28,0,0
2015,5,9,16,29,0.6206896551724138,0,5,0,17,0.0,88,11,Cloudy,2015-05-09 16:00:00,30,24,20,0,0
2015,5,9,17,24,0.5,0,5,0,16,0.0,92,9,Mist,2015-05-09 17:00:00,29,29,24,0,0
2015,5,9,18,15,0.3333333333333333,0,5,0,16,0.0,95,6,Mist,2015-05-09 18:00:00,20,24,29,0,0
2015,5,9,19,18,0.6666666666666666,0,5,0,15,0.0,95,6,Mist,2015-05-09 19:00:00,9,15,24,0,0
2015,5,9,20,11,0.5454545454545454,0,5,0,15,0.0,95,6,Mist,2015-05-09 20:00:00,10,18,15,0,0
2015,5,9,21,2,0.5,0,5,0,14,0.0,96,6,Mist,2015-05-09 21:00:00,1,11,18,0,0
2015,5,9,22,7,0.7142857142857143,0,5,0,14,0.0,96,5,Mist,2015-05-09 22:00:00,0,2,11,0,0
2015,5,10,0,4,0.25,0,6,0,14,0.0,96,4,Mist,2015-05-10 00:00:00,1,0,7,0,0
2015,5,10,4,2,0.0,0,6,0,16,0.0,96,7,Fog,2015-05-10 04:00:00,0,0,0,0,0
2015,5,10,6,1,1.0,0,6,0,17,0.0,92,9,Partly cloudy,2015-05-10 06:00:00,1,0,2,0,0
2015,5,10,8,4,0.25,0,6,0,21,0.0,79,14,Sunny,2015-05-10 08:00:00,6,0,1,0,0
2015,5,10,9,7,0.8571428571428571,0,6,0,22,0.0,73,16,Sunny,2015-05-10 09:00:00,10,4,0,0,0
2015,5,10,10,25,0.76,0,6,0,23,0.0,70,15,Sunny,2015-05-10 10:00:00,15,7,4,0,0
2015,5,10,11,23,0.8695652173913043,0,6,0,24,0.0,67,14,Sunny,2015-05-10 11:00:00,36,25,7,0,0
2015,5,10,12,26,0.4615384615384615,0,6,0,25,0.0,64,13,Sunny,2015-05-10 12:00:00,31,23,25,0,0
2015,5,10,13,36,0.4444444444444444,0,6,0,24,0.0,66,15,Sunny,2015-05-10 13:00:00,33,26,23,0,0
2015,5,10,14,28,0.6785714285714286,0,6,0,24,0.0,68,18,Sunny,2015-05-10 14:00:00,51,36,26,0,0
2015,5,10,15,44,0.5227272727272727,0,6,0,24,0.0,69,21,Sunny,2015-05-10 15:00:00,35,28,36,0,0
2015,5,10,16,31,0.6129032258064516,0,6,0,22,0.0,75,18,Sunny,2015-05-10 16:00:00,48,44,28,0,0
2015,5,10,17,27,0.6296296296296297,0,6,0,21,0.0,80,16,Sunny,2015-05-10 17:00:00,42,31,44,0,0
2015,5,10,18,21,0.6190476190476191,0,6,0,20,0.0,85,13,Clear,2015-05-10 18:00:00,16,27,31,0,0
2015,5,10,19,37,0.5405405405405406,0,6,0,19,0.0,88,14,Clear,2015-05-10 19:00:00,42,21,27,0,0
2015,5,10,20,18,0.6666666666666666,0,6,0,19,0.3,90,16,Patchy rain possible,2015-05-10 20:00:00,18,37,21,0,0
2015,5,10,21,7,0.5714285714285714,0,6,0,18,0.4,92,17,Patchy rain possible,2015-05-10 21:00:00,4,18,37,0,0
2015,5,10,22,7,0.5714285714285714,0,6,0,18,0.2,92,15,Patchy rain possible,2015-05-10 22:00:00,1,7,18,0,0
2015,5,10,23,1,1.0,0,6,0,18,0.3,93,13,Patchy rain possible,2015-05-10 23:00:00,0,7,7,0,0
2015,5,11,0,1,1.0,0,0,1,18,0.5,94,10,Patchy rain possible,2015-05-11 00:00:00,0,1,7,0,0
2015,5,11,5,1,1.0,0,0,1,18,0.0,92,9,Partly cloudy,2015-05-11 05:00:00,0,0,0,0,0
2015,5,11,7,10,1.0,0,0,1,20,0.0,86,10,Partly cloudy,2015-05-11 07:00:00,14,1,1,0,0
2015,5,11,8,16,0.9375,0,0,1,21,0.0,82,13,Partly cloudy,2015-05-11 08:00:00,30,10,1,0,0
2015,5,11,9,8,0.875,0,0,1,22,0.0,77,15,Partly cloudy,2015-05-11 09:00:00,11,16,10,0,0
2015,5,11,10,7,0.5714285714285714,0,0,1,23,0.0,73,16,Partly cloudy,2015-05-11 10:00:00,11,8,16,0,0
2015,5,11,11,10,0.6,0,0,1,24,0.0,69,16,Sunny,2015-05-11 11:00:00,16,7,8,0,0
2015,5,11,12,8,1.0,0,0,1,25,0.0,65,17,Sunny,2015-05-11 12:00:00,7,10,7,0,0
2015,5,11,13,7,0.7142857142857143,0,0,1,24,0.0,67,19,Sunny,2015-05-11 13:00:00,13,8,10,0,0
2015,5,11,14,17,0.3529411764705882,0,0,1,24,0.7,70,21,Patchy rain possible,2015-05-11 14:00:00,17,7,8,0,0
2015,5,11,15,16,0.6875,0,0,1,23,0.9,72,23,Patchy rain possible,2015-05-11 15:00:00,25,17,7,0,0
2015,5,11,16,27,0.5925925925925926,0,0,1,22,0.5,76,22,Patchy rain possible,2015-05-11 16:00:00,13,16,17,0,0
2015,5,11,17,31,0.8387096774193549,0,0,1,21,0.7,80,20,Patchy rain possible,2015-05-11 17:00:00,53,27,16,0,0
2015,5,11,18,33,0.9090909090909092,0,0,1,20,0.9,84,18,Patchy rain possible,2015-05-11 18:00:00,45,31,27,0,0
2015,5,11,19,29,0.9310344827586208,0,0,1,19,0.5,86,17,Patchy rain possible,2015-05-11 19:00:00,40,33,31,0,0
2015,5,11,20,14,0.9285714285714286,0,0,1,18,0.0,88,16,Partly cloudy,2015-05-11 20:00:00,28,29,33,0,0
2015,5,11,21,15,0.6666666666666666,0,0,1,18,0.0,90,14,Partly cloudy,2015-05-11 21:00:00,14,14,29,0,0
2015,5,11,22,6,0.1666666666666666,0,0,1,17,0.0,93,10,Partly cloudy,2015-05-11 22:00:00,4,15,14,0,0
2015,5,11,23,9,0.4444444444444444,0,0,1,17,0.0,95,6,Fog,2015-05-11 23:00:00,2,6,15,0,0
2015,5,12,0,1,1.0,0,1,1,16,0.0,98,1,Fog,2015-05-12 00:00:00,1,9,6,0,0
2015,5,12,1,1,0.0,0,1,1,16,0.0,98,2,Fog,2015-05-12 01:00:00,0,1,9,0,0
2015,5,12,6,3,1.0,0,1,1,19,0.0,87,12,Partly cloudy,2015-05-12 06:00:00,3,0,0,0,0
2015,5,12,7,15,0.9333333333333332,0,1,1,21,0.0,81,15,Partly cloudy,2015-05-12 07:00:00,9,3,0,0,0
2015,5,12,8,23,1.0,0,1,1,22,0.0,75,19,Partly cloudy,2015-05-12 08:00:00,23,15,3,0,0
2015,5,12,9,15,0.8666666666666667,0,1,1,24,0.0,70,22,Partly cloudy,2015-05-12 09:00:00,9,23,15,0,0
2015,5,12,10,7,0.8571428571428571,0,1,1,25,0.0,63,22,Partly cloudy,2015-05-12 10:00:00,14,15,23,0,0
2015,5,12,11,14,0.2857142857142857,0,1,1,25,0.0,57,22,Cloudy,2015-05-12 11:00:00,6,7,15,0,0
2015,5,12,12,20,0.5,0,1,1,26,0.0,51,22,Cloudy,2015-05-12 12:00:00,9,14,7,0,0
2015,5,12,13,14,0.5,0,1,1,26,0.0,50,24,Cloudy,2015-05-12 13:00:00,8,20,14,0,0
2015,5,12,14,10,0.4,0,1,1,26,0.0,48,27,Sunny,2015-05-12 14:00:00,18,14,20,0,0
2015,5,12,15,20,0.7,0,1,1,26,0.0,47,29,Sunny,2015-05-12 15:00:00,14,10,14,0,0
2015,5,12,16,15,0.7333333333333333,0,1,1,24,0.0,52,24,Sunny,2015-05-12 16:00:00,17,20,10,0,0
2015,5,12,17,38,0.8947368421052632,0,1,1,23,0.1,56,20,Cloudy,2015-05-12 17:00:00,32,15,20,0,0
