year,month,day,hour,count,holidays,weekday,workday,tempC,precipMM,humidity,windspeedKmph,weatherDesc2
2015,1,1,0,1,1,3,0,-3,0.0,52,15,Clear
2015,1,1,2,1,1,3,0,-4,0.0,50,21,Clear
2015,1,1,3,1,1,3,0,-4,0.0,49,24,Clear
2015,1,1,10,2,1,3,0,-1,0.0,37,25,Sunny
2015,1,1,11,2,1,3,0,0,0.0,36,24,Sunny
2015,1,1,12,2,1,3,0,2,0.0,35,22,Sunny
2015,1,1,13,2,1,3,0,2,0.0,37,23,Sunny
2015,1,1,14,4,1,3,0,2,0.0,39,24,Sunny
2015,1,1,15,1,1,3,0,2,0.0,41,25,Sunny
2015,1,1,16,5,1,3,0,1,0.0,44,26,Sunny
2015,1,1,17,5,1,3,0,1,0.0,47,26,Sunny
2015,1,2,5,1,0,4,1,-1,0.0,70,18,Clear
2015,1,2,7,5,0,4,1,0,0.0,68,19,Sunny
2015,1,2,8,5,0,4,1,2,0.0,64,22,Sunny
2015,1,2,9,6,0,4,1,3,0.0,60,26,Sunny
2015,1,2,10,3,0,4,1,3,0.0,57,24,Sunny
2015,1,2,11,7,0,4,1,4,0.0,54,23,Sunny
2015,1,2,12,2,0,4,1,5,0.0,51,22,Sunny
2015,1,2,13,6,0,4,1,4,0.0,53,20,Sunny
2015,1,2,14,11,0,4,1,4,0.0,54,19,Sunny
2015,1,2,15,11,0,4,1,3,0.0,56,18,Sunny
2015,1,2,16,4,0,4,1,2,0.0,59,16,Sunny
2015,1,2,17,5,0,4,1,2,0.0,63,14,Sunny
2015,1,2,18,2,0,4,1,1,0.0,66,12,Clear
2015,1,2,19,2,0,4,1,1,0.0,66,12,Clear
2015,1,2,20,3,0,4,1,1,0.0,67,12,Partly cloudy
2015,1,2,21,1,0,4,1,1,0.0,68,12,Partly cloudy
2015,1,2,22,1,0,4,1,1,0.0,69,12,Partly cloudy
2015,1,3,8,1,0,5,0,2,0.0,69,16,Cloudy
2015,1,3,9,3,0,5,0,2,0.0,66,20,Cloudy
2015,1,3,10,2,0,5,0,3,0.0,71,16,Cloudy
2015,1,3,11,9,0,5,0,3,0.4,75,13,Light rain
2015,1,3,12,4,0,5,0,4,0.6,80,9,Light rain
2015,1,3,13,2,0,5,0,4,0.3,84,12,Light rain
2015,1,3,14,1,0,5,0,4,0.8,88,16,Light rain
2015,1,3,15,1,0,5,0,4,1.1,92,19,Light rain
2015,1,4,6,2,0,6,0,7,0.4,97,9,Light rain
2015,1,4,11,3,0,6,0,9,0.3,94,14,Light rain
2015,1,4,12,5,0,6,0,10,0.4,95,11,Light rain
2015,1,4,13,3,0,6,0,11,0.2,94,15,Light rain
2015,1,4,14,7,0,6,0,11,0.0,93,19,Partly cloudy
2015,1,4,15,5,0,6,0,11,0.0,92,23,Partly cloudy
2015,1,4,16,4,0,6,0,11,0.0,94,18,Partly cloudy
2015,1,4,17,3,0,6,0,11,0.4,95,13,Light rain
2015,1,4,18,5,0,6,0,11,0.5,97,8,Light rain
2015,1,4,19,2,0,6,0,11,0.2,92,16,Light rain
2015,1,4,22,1,0,6,0,8,0.7,80,30,Moderate rain at times
2015,1,5,5,1,0,0,1,2,0.0,73,25,Patchy snow possible
2015,1,5,6,5,0,0,1,0,0.0,70,24,Patchy snow possible
2015,1,5,7,9,0,0,1,0,0.0,65,28,Patchy snow possible
2015,1,5,8,19,0,0,1,0,0.0,61,32,Patchy moderate snow
2015,1,5,9,7,0,0,1,0,0.0,57,36,Patchy moderate snow
2015,1,5,10,1,0,0,1,0,0.0,55,34,Patchy moderate snow
2015,1,5,11,4,0,0,1,0,0.0,53,31,Blizzard
2015,1,5,12,2,0,0,1,0,0.0,51,29,Blizzard
2015,1,5,13,4,0,0,1,0,0.0,51,29,Blizzard
2015,1,5,14,2,0,0,1,0,0.0,50,30,Blowing snow
2015,1,5,15,5,0,0,1,0,0.0,49,30,Blowing snow
2015,1,5,16,4,0,0,1,-2,0.0,50,27,Blowing snow
2015,1,5,17,2,0,0,1,-3,0.0,51,24,Patchy snow possible
2015,1,5,18,8,0,0,1,-4,0.0,52,21,Patchy snow possible
2015,1,5,19,3,0,0,1,-5,0.0,50,22,Patchy snow possible
2015,1,5,20,1,0,0,1,-5,0.0,47,23,Partly cloudy
2015,1,5,21,1,0,0,1,-6,0.0,45,24,Partly cloudy
2015,1,5,22,1,0,0,1,-6,0.0,43,22,Partly cloudy
2015,1,6,5,1,0,1,1,-6,0.0,43,8,Cloudy
2015,1,6,6,6,0,1,1,-6,0.0,44,5,Cloudy
2015,1,6,7,5,0,1,1,-6,0.0,53,6,Cloudy
2015,1,6,8,12,0,1,1,-7,0.1,61,7,Heavy snow
2015,1,6,11,1,0,1,1,-6,0.2,70,7,Heavy snow
2015,1,6,14,3,0,1,1,-5,0.1,71,10,Heavy snow
2015,1,6,15,2,0,1,1,-5,0.1,72,12,Heavy snow
2015,1,6,16,1,0,1,1,-5,0.1,73,11,Heavy snow
2015,1,6,17,3,0,1,1,-5,0.1,74,10,Patchy heavy snow
2015,1,6,18,5,0,1,1,-6,0.2,75,10,Patchy heavy snow
2015,1,6,19,6,0,1,1,-6,0.1,80,12,Patchy heavy snow
2015,1,6,20,1,0,1,1,-7,0.0,85,14,Patchy snow possible
2015,1,7,5,1,0,2,1,-8,0.0,83,15,Clear
2015,1,7,6,2,0,2,1,-8,0.0,83,13,Sunny
2015,1,7,7,1,0,2,1,-8,0.0,77,21,Sunny
2015,1,7,8,7,0,2,1,-7,0.0,71,28,Sunny
2015,1,7,9,3,0,2,1,-6,0.0,65,36,Sunny
2015,1,7,13,1,0,2,1,-6,0.0,57,32,Patchy heavy snow
2015,1,7,14,1,0,2,1,-6,0.0,58,35,Blizzard
2015,1,7,17,3,0,2,1,-11,0.0,65,33,Patchy snow possible
2015,1,7,18,4,0,2,1,-12,0.0,68,30,Patchy snow possible
2015,1,7,19,2,0,2,1,-13,0.0,69,29,Patchy snow possible
2015,1,7,23,1,0,2,1,-15,0.0,75,24,Clear
2015,1,8,6,1,0,3,1,-14,0.0,80,13,Sunny
2015,1,8,7,2,0,3,1,-13,0.0,78,18,Sunny
2015,1,8,8,2,0,3,1,-12,0.0,76,22,Partly cloudy
2015,1,8,9,2,0,3,1,-11,0.0,75,27,Partly cloudy
2015,1,8,10,3,0,3,1,-10,0.0,72,24,Partly cloudy
2015,1,8,14,2,0,3,1,-8,0.0,70,20,Sunny
2015,1,8,15,5,0,3,1,-8,0.0,72,21,Sunny
2015,1,8,16,2,0,3,1,-9,0.0,75,19,Sunny
2015,1,8,17,2,0,3,1,-10,0.0,78,17,Sunny
2015,1,8,18,6,0,3,1,-11,0.0,82,15,Clear
2015,1,8,19,4,0,3,1,-11,0.0,80,15,Clear
2015,1,8,20,3,0,3,1,-11,0.0,78,16,Partly cloudy
2015,1,8,22,1,0,3,1,-11,0.0,75,17,Partly cloudy
2015,1,8,23,1,0,3,1,-10,0.0,73,18,Cloudy
2015,1,9,5,1,0,4,1,-6,0.1,78,22,Blizzard
2015,1,9,7,1,0,4,1,-6,0.1,81,22,Blizzard
2015,1,9,8,3,0,4,1,-5,0.2,82,26,Blizzard
2015,1,9,10,1,0,4,1,-3,0.2,77,28,Blizzard
2015,1,9,11,1,0,4,1,-2,0.3,71,26,Patchy heavy snow
2015,1,9,12,3,0,4,1,-1,0.4,65,24,Patchy heavy snow
2015,1,9,13,1,0,4,1,-1,0.2,67,24,Patchy heavy snow
2015,1,9,14,5,0,4,1,-1,0.0,69,24,Patchy light snow
2015,1,9,15,3,0,4,1,-2,0.0,71,24,Patchy light snow
2015,1,9,16,1,0,4,1,-3,0.0,72,22,Patchy light snow
2015,1,9,17,2,0,4,1,-4,0.0,73,20,Patchy snow possible
2015,1,9,18,2,0,4,1,-6,0.0,74,18,Patchy snow possible
2015,1,9,19,2,0,4,1,-6,0.0,75,19,Patchy snow possible
2015,1,9,22,1,0,4,1,-7,0.0,76,21,Clear
2015,1,10,10,2,0,5,0,-9,0.0,68,23,Sunny
2015,1,10,13,2,0,5,0,-7,0.0,65,18,Sunny
2015,1,10,14,4,0,5,0,-7,0.0,65,18,Sunny
2015,1,10,15,6,0,5,0,-7,0.0,66,19,Sunny
2015,1,10,16,3,0,5,0,-8,0.0,70,18,Sunny
2015,1,10,17,1,0,5,0,-9,0.0,74,16,Sunny
2015,1,10,19,1,0,5,0,-10,0.0,77,16,Clear
2015,1,10,20,2,0,5,0,-10,0.0,77,17,Clear
2015,1,10,23,1,0,5,0,-10,0.0,75,16,Partly cloudy
2015,1,11,10,3,0,6,0,-4,0.0,59,11,Sunny
2015,1,11,12,6,0,6,0,-1,0.0,51,14,Sunny
2015,1,11,13,2,0,6,0,-1,0.0,55,14,Sunny
2015,1,11,14,4,0,6,0,0,0.0,58,15,Sunny
2015,1,11,15,5,0,6,0,1,0.0,61,15,Sunny
2015,1,11,16,10,0,6,0,0,0.0,64,14,Sunny
2015,1,11,17,2,0,6,0,-1,0.0,66,13,Sunny
2015,1,11,18,1,0,6,0,-1,0.0,69,12,Clear
2015,1,11,19,1,0,6,0,-1,0.0,71,13,Clear
2015,1,11,20,3,0,6,0,-1,0.0,72,14,Partly cloudy
2015,1,11,21,1,0,6,0,-1,0.0,74,14,Partly cloudy
2015,1,12,5,1,0,0,1,0,0.1,76,10,Freezing drizzle
2015,1,12,6,4,0,0,1,0,0.2,75,9,Freezing drizzle
2015,1,12,7,5,0,0,1,0,0.1,79,11,Freezing drizzle
2015,1,12,8,5,0,0,1,0,0.4,83,13,Light rain
2015,1,12,9,4,0,0,1,1,0.5,86,15,Light rain
2015,1,12,10,1,0,0,1,1,0.3,89,11,Light rain
2015,1,12,11,1,0,0,1,2,1.3,92,6,Moderate rain
2015,1,12,12,3,0,0,1,2,1.7,95,1,Moderate rain
2015,1,12,16,1,0,0,1,2,0.4,96,10,Light rain
2015,1,12,18,3,0,0,1,2,1.2,93,8,Moderate rain
2015,1,12,19,6,0,0,1,2,0.6,92,11,Moderate rain
2015,1,12,20,2,0,0,1,2,0.1,91,14,Patchy light drizzle
2015,1,12,21,1,0,0,1,2,0.1,91,18,Patchy light drizzle
2015,1,12,23,1,0,0,1,1,0.2,87,15,Patchy heavy snow
2015,1,13,0,1,0,1,1,0,0.4,85,13,Patchy heavy snow
2015,1,13,5,1,0,1,1,-3,0.0,82,20,Clear
2015,1,13,6,6,0,1,1,-5,0.0,82,18,Sunny
2015,1,13,7,6,0,1,1,-5,0.0,78,22,Sunny
2015,1,13,8,8,0,1,1,-5,0.0,73,26,Sunny
2015,1,13,9,5,0,1,1,-5,0.0,69,29,Sunny
2015,1,13,10,1,0,1,1,-5,0.0,67,26,Sunny
2015,1,13,12,1,0,1,1,-5,0.0,62,18,Sunny
2015,1,13,13,1,0,1,1,-5,0.0,63,21,Sunny
2015,1,13,14,3,0,1,1,-5,0.0,63,23,Sunny
2015,1,13,15,3,0,1,1,-6,0.0,63,25,Sunny
2015,1,13,16,3,0,1,1,-6,0.0,66,20,Sunny
2015,1,13,17,5,0,1,1,-7,0.0,68,15,Sunny
2015,1,13,18,3,0,1,1,-8,0.0,71,10,Clear
2015,1,13,19,5,0,1,1,-8,0.0,67,13,Clear
2015,1,13,20,1,0,1,1,-7,0.0,63,16,Partly cloudy
2015,1,14,5,1,0,2,1,-7,0.0,65,18,Overcast
2015,1,14,6,2,0,2,1,-7,0.0,66,17,Overcast
2015,1,14,7,7,0,2,1,-6,0.0,68,18,Overcast
2015,1,14,8,7,0,2,1,-5,0.0,69,19,Partly cloudy
2015,1,14,9,3,0,2,1,-4,0.0,71,20,Partly cloudy
2015,1,14,10,3,0,2,1,-3,0.0,69,18,Partly cloudy
2015,1,14,12,1,0,2,1,-1,0.0,65,14,Partly cloudy
2015,1,14,13,2,0,2,1,-1,0.0,65,14,Partly cloudy
2015,1,14,14,2,0,2,1,-1,0.0,65,13,Partly cloudy
2015,1,14,16,3,0,2,1,-1,0.0,68,12,Partly cloudy
2015,1,14,17,4,0,2,1,-1,0.0,70,11,Sunny
2015,1,14,18,6,0,2,1,-2,0.0,72,11,Clear
2015,1,14,19,4,0,2,1,-2,0.0,73,12,Clear
2015,1,14,21,2,0,2,1,-3,0.0,75,14,Partly cloudy
2015,1,14,22,1,0,2,1,-3,0.0,76,13,Partly cloudy
2015,1,15,4,1,0,3,1,-3,0.0,79,12,Clear
2015,1,15,6,4,0,3,1,-4,0.0,78,9,Sunny
2015,1,15,7,7,0,3,1,-3,0.0,75,10,Sunny
2015,1,15,8,12,0,3,1,-3,0.0,73,11,Sunny
2015,1,15,9,8,0,3,1,-3,0.0,70,12,Sunny
2015,1,15,10,4,0,3,1,-1,0.0,64,12,Sunny
2015,1,15,11,2,0,3,1,0,0.0,59,13,Sunny
2015,1,15,12,1,0,3,1,1,0.0,54,14,Sunny
2015,1,15,13,3,0,3,1,1,0.0,57,15,Sunny
2015,1,15,14,2,0,3,1,1,0.0,60,16,Patchy snow possible
2015,1,15,15,4,0,3,1,0,0.0,63,17,Patchy snow possible
2015,1,15,16,6,0,3,1,0,0.0,65,16,Patchy snow possible
2015,1,15,17,9,0,3,1,-1,0.0,67,15,Sunny
2015,1,15,18,8,0,3,1,-1,0.0,69,14,Clear
2015,1,15,19,7,0,3,1,-1,0.0,67,15,Clear
2015,1,15,20,1,0,3,1,-1,0.0,65,16,Clear
2015,1,15,21,4,0,3,1,-1,0.0,63,18,Clear
2015,1,16,0,1,0,4,1,-1,0.0,60,19,Clear
2015,1,16,5,1,0,4,1,-1,0.0,77,19,Clear
2015,1,16,6,2,0,4,1,-1,0.0,78,17,Sunny
2015,1,16,7,8,0,4,1,0,0.0,74,21,Sunny
2015,1,16,8,5,0,4,1,0,0.0,69,25,Sunny
2015,1,16,9,5,0,4,1,1,0.0,64,29,Sunny
2015,1,16,10,1,0,4,1,2,0.0,59,28,Sunny
2015,1,16,11,4,0,4,1,4,0.0,55,27,Partly cloudy
2015,1,16,12,3,0,4,1,5,0.0,51,27,Partly cloudy
2015,1,16,13,3,0,4,1,4,0.0,52,30,Partly cloudy
2015,1,16,14,2,0,4,1,3,0.0,54,33,Patchy light snow
2015,1,16,15,5,0,4,1,2,0.0,55,36,Patchy light snow
2015,1,16,16,4,0,4,1,0,0.0,55,35,Patchy light snow
2015,1,16,17,4,0,4,1,-2,0.0,54,34,Sunny
2015,1,16,18,5,0,4,1,-3,0.0,54,33,Clear
2015,1,16,21,1,0,4,1,-5,0.0,51,33,Clear
2015,1,17,8,1,0,5,0,-7,0.0,47,13,Sunny
2015,1,17,9,2,0,5,0,-7,0.0,44,13,Sunny
2015,1,17,10,1,0,5,0,-5,0.0,39,10,Sunny
2015,1,17,11,5,0,5,0,-4,0.0,33,8,Sunny
2015,1,17,12,3,0,5,0,-2,0.0,28,6,Sunny
2015,1,17,13,2,0,5,0,-2,0.0,31,9,Sunny
2015,1,17,14,1,0,5,0,-2,0.0,34,12,Sunny
2015,1,17,15,8,0,5,0,-2,0.0,37,15,Sunny
2015,1,17,16,7,0,5,0,-2,0.0,42,15,Sunny
2015,1,17,17,3,0,5,0,-2,0.0,46,15,Sunny
2015,1,17,18,1,0,5,0,-2,0.0,51,14,Clear
2015,1,17,19,2,0,5,0,-2,0.0,55,16,Clear
2015,1,17,20,1,0,5,0,-2,0.0,59,17,Clear
2015,1,17,23,1,0,5,0,-1,0.0,68,15,Cloudy
2015,1,18,2,1,0,6,0,0,0.0,77,16,Clear
2015,1,18,14,1,0,6,0,4,2.7,99,7,Heavy rain
2015,1,19,7,2,1,0,0,1,0.0,79,25,Sunny
2015,1,19,8,2,1,0,0,2,0.0,75,27,Patchy light snow
2015,1,19,10,5,1,0,0,3,0.0,69,28,Patchy light snow
2015,1,19,11,1,1,0,0,4,0.0,67,26,Overcast
2015,1,19,12,2,1,0,0,4,0.0,64,24,Overcast
2015,1,19,13,6,1,0,0,4,0.0,66,24,Overcast
2015,1,19,14,7,1,0,0,4,0.0,67,24,Partly cloudy
2015,1,19,15,7,1,0,0,4,0.0,69,23,Partly cloudy
2015,1,19,16,6,1,0,0,3,0.0,73,21,Partly cloudy
2015,1,19,17,5,1,0,0,2,0.0,76,19,Partly cloudy
2015,1,19,18,6,1,0,0,2,0.0,80,17,Partly cloudy
2015,1,19,19,3,1,0,0,1,0.0,80,17,Partly cloudy
2015,1,19,20,3,1,0,0,1,0.0,81,17,Clear
2015,1,19,21,1,1,0,0,1,0.0,81,18,Clear
2015,1,19,22,1,1,0,0,1,0.0,81,17,Clear
2015,1,19,23,1,1,0,0,0,0.0,80,16,Patchy light snow
2015,1,20,0,1,0,1,1,0,0.0,79,15,Patchy light snow
2015,1,20,5,1,0,1,1,0,0.0,77,13,Clear
2015,1,20,6,7,0,1,1,-1,0.0,76,12,Sunny
2015,1,20,7,6,0,1,1,0,0.0,71,13,Sunny
2015,1,20,8,8,0,1,1,1,0.0,66,14,Sunny
2015,1,20,9,5,0,1,1,2,0.0,62,15,Sunny
2015,1,20,10,1,0,1,1,2,0.0,60,15,Sunny
2015,1,20,11,3,0,1,1,3,0.0,59,16,Partly cloudy
2015,1,20,12,2,0,1,1,4,0.0,58,16,Partly cloudy
2015,1,20,13,3,0,1,1,4,0.0,60,16,Partly cloudy
2015,1,20,14,4,0,1,1,4,0.0,62,16,Patchy light snow
2015,1,20,16,5,0,1,1,2,0.0,66,14,Patchy light snow
2015,1,20,17,5,0,1,1,1,0.0,67,13,Patchy moderate snow
2015,1,20,18,5,0,1,1,0,0.0,68,12,Patchy moderate snow
2015,1,20,19,5,0,1,1,0,0.0,68,14,Patchy moderate snow
2015,1,20,21,1,0,1,1,-1,0.0,66,17,Clear
2015,1,20,22,1,0,1,1,-1,0.0,65,16,Clear
2015,1,21,6,3,0,2,1,-2,0.0,57,10,Sunny
2015,1,21,7,8,0,2,1,-2,0.0,51,11,Sunny
2015,1,21,8,11,0,2,1,-2,0.0,45,11,Cloudy
2015,1,21,9,8,0,2,1,-2,0.0,40,11,Cloudy
2015,1,21,10,2,0,2,1,-1,0.0,37,9,Cloudy
2015,1,21,11,2,0,2,1,0,0.0,35,7,Overcast
2015,1,21,12,1,0,2,1,1,0.0,33,5,Overcast
2015,1,21,13,3,0,2,1,1,0.0,35,4,Overcast
2015,1,21,14,1,0,2,1,1,0.0,36,3,Cloudy
2015,1,21,15,2,0,2,1,1,0.0,38,2,Cloudy
2015,1,21,16,4,0,2,1,1,0.0,41,2,Cloudy
2015,1,21,17,5,0,2,1,0,0.0,45,2,Light snow
2015,1,21,18,5,0,2,1,0,0.0,48,3,Light snow
2015,1,21,19,7,0,2,1,0,0.0,53,4,Light snow
2015,1,21,21,1,0,2,1,-1,0.1,62,8,Moderate snow
2015,1,21,22,1,0,2,1,-1,0.0,66,7,Moderate snow
2015,1,22,0,2,0,3,1,-1,0.3,72,6,Heavy snow
2015,1,22,2,1,0,3,1,-1,0.0,65,7,Overcast
2015,1,22,6,5,0,3,1,-1,0.0,62,5,Cloudy
2015,1,22,7,5,0,3,1,-1,0.0,62,8,Cloudy
2015,1,22,8,12,0,3,1,0,0.0,63,10,Overcast
2015,1,22,9,3,0,3,1,0,0.0,64,12,Overcast
2015,1,22,10,4,0,3,1,1,0.0,64,12,Overcast
2015,1,22,11,2,0,3,1,2,0.0,64,12,Partly cloudy
2015,1,22,12,1,0,3,1,3,0.0,65,13,Partly cloudy
2015,1,22,13,5,0,3,1,3,0.0,66,12,Partly cloudy
2015,1,22,14,3,0,3,1,3,0.0,67,11,Cloudy
2015,1,22,15,2,0,3,1,3,0.0,68,10,Cloudy
2015,1,22,16,4,0,3,1,2,0.0,70,12,Cloudy
2015,1,22,17,4,0,3,1,1,0.0,72,14,Sunny
2015,1,22,18,2,0,3,1,0,0.0,74,16,Clear
2015,1,22,19,6,0,3,1,0,0.0,73,18,Clear
2015,1,22,20,1,0,3,1,-1,0.0,73,20,Clear
2015,1,22,22,2,0,3,1,-1,0.0,71,20,Clear
2015,1,23,0,2,0,4,1,-2,0.0,69,15,Clear
2015,1,23,5,2,0,4,1,0,0.0,72,10,Clear
2015,1,23,6,3,0,4,1,-1,0.0,73,9,Sunny
2015,1,23,7,6,0,4,1,0,0.0,67,9,Sunny
2015,1,23,8,12,0,4,1,0,0.0,61,10,Sunny
2015,1,23,9,7,0,4,1,1,0.0,56,10,Sunny
2015,1,23,10,2,0,4,1,2,0.0,54,10,Sunny
2015,1,23,11,2,0,4,1,3,0.0,52,11,Sunny
2015,1,23,12,2,0,4,1,3,0.0,50,11,Sunny
2015,1,23,13,6,0,4,1,3,0.0,56,13,Sunny
2015,1,23,14,7,0,4,1,3,0.0,62,15,Sunny
2015,1,23,15,6,0,4,1,2,0.0,67,18,Sunny
2015,1,23,16,4,0,4,1,2,0.0,72,16,Sunny
2015,1,23,17,3,0,4,1,1,0.0,77,14,Overcast
2015,1,23,18,7,0,4,1,1,0.0,81,12,Overcast
2015,1,23,19,5,0,4,1,1,0.0,81,12,Overcast
2015,1,23,21,2,0,4,1,1,0.0,81,12,Cloudy
2015,1,23,22,3,0,4,1,1,0.0,85,12,Cloudy
2015,1,24,10,1,0,5,0,1,0.3,98,20,Light rain
2015,1,24,13,5,0,5,0,2,0.4,97,19,Light rain
2015,1,24,14,2,0,5,0,2,0.2,96,21,Patchy light drizzle
2015,1,24,15,1,0,5,0,2,0.2,95,22,Patchy light drizzle
2015,1,24,17,2,0,5,0,1,0.2,89,22,Patchy snow possible
2015,1,24,18,4,0,5,0,1,0.2,86,22,Patchy snow possible
2015,1,25,2,2,0,6,0,-1,0.0,87,24,Clear
2015,1,25,8,1,0,6,0,1,0.0,87,26,Patchy snow possible
2015,1,25,10,3,0,6,0,2,0.0,83,25,Patchy snow possible
2015,1,25,11,7,0,6,0,2,0.0,80,23,Moderate or heavy snow showers
2015,1,25,12,2,0,6,0,2,0.0,77,20,Moderate or heavy snow showers
2015,1,25,13,7,0,6,0,2,0.0,78,20,Moderate or heavy snow showers
2015,1,25,14,6,0,6,0,2,0.0,79,20,Partly cloudy
2015,1,25,15,4,0,6,0,2,0.0,80,19,Partly cloudy
2015,1,25,16,7,0,6,0,0,0.0,80,17,Partly cloudy
2015,1,25,17,3,0,6,0,-1,0.0,80,14,Partly cloudy
2015,1,25,18,4,0,6,0,-2,0.0,80,11,Partly cloudy
2015,1,25,19,3,0,6,0,-2,0.0,80,13,Partly cloudy
2015,1,25,22,1,0,6,0,-3,0.0,80,18,Light snow
2015,1,26,5,1,0,0,1,-4,0.2,85,21,Blizzard
2015,1,26,6,2,0,0,1,-4,0.3,90,20,Blizzard
2015,1,26,7,2,0,0,1,-4,0.2,90,23,Blizzard
2015,1,26,8,7,0,0,1,-5,0.3,90,27,Blizzard
2015,1,26,9,7,0,0,1,-5,0.4,90,31,Blizzard
2015,1,26,10,1,0,0,1,-5,0.2,90,30,Blizzard
2015,1,26,11,1,0,0,1,-4,0.7,91,29,Blizzard
2015,1,26,12,1,0,0,1,-4,0.9,92,29,Blizzard
2015,1,26,13,2,0,0,1,-4,0.5,92,31,Blizzard
2015,1,26,14,1,0,0,1,-3,0.3,92,34,Blizzard
2015,1,26,17,1,0,0,1,-3,0.6,91,35,Blizzard
2015,1,27,8,1,0,1,1,-5,0.6,93,32,Blizzard
2015,1,27,9,1,0,1,1,-5,0.8,93,32,Blizzard
2015,1,27,16,1,0,1,1,-3,0.0,87,26,Blizzard
2015,1,27,18,1,0,1,1,-4,0.1,86,20,Moderate snow
2015,1,28,6,1,0,2,1,-7,0.0,83,24,Sunny
2015,1,28,8,4,0,2,1,-7,0.0,81,24,Sunny
2015,1,28,9,2,0,2,1,-7,0.0,80,24,Sunny
2015,1,28,10,1,0,2,1,-5,0.0,80,23,Sunny
2015,1,28,14,1,0,2,1,-2,0.0,80,21,Sunny
2015,1,28,15,1,0,2,1,-2,0.0,81,21,Sunny
2015,1,28,18,7,0,2,1,-6,0.0,83,12,Clear
2015,1,28,19,3,0,2,1,-6,0.0,82,13,Clear
2015,1,28,20,1,0,2,1,-6,0.0,81,14,Clear
2015,1,28,21,2,0,2,1,-6,0.0,80,16,Clear
2015,1,28,22,1,0,2,1,-6,0.0,80,15,Clear
2015,1,28,23,1,0,2,1,-7,0.0,79,13,Clear
2015,1,29,5,1,0,3,1,-9,0.0,76,10,Partly cloudy
2015,1,29,6,1,0,3,1,-9,0.0,75,8,Partly cloudy
2015,1,29,7,1,0,3,1,-8,0.0,75,7,Partly cloudy
2015,1,29,8,7,0,3,1,-6,0.0,74,7,Sunny
2015,1,29,9,1,0,3,1,-5,0.0,74,6,Sunny
2015,1,29,11,2,0,3,1,-3,0.0,74,6,Overcast
2015,1,29,14,6,0,3,1,-1,0.0,77,9,Overcast
2015,1,29,15,2,0,3,1,-1,0.0,79,10,Overcast
2015,1,29,16,3,0,3,1,-1,0.0,80,11,Overcast
2015,1,29,17,2,0,3,1,-1,0.0,82,12,Overcast
2015,1,29,18,5,0,3,1,0,0.0,83,13,Overcast
2015,1,29,19,4,0,3,1,0,0.0,83,15,Overcast
2015,1,29,20,1,0,3,1,0,0.0,84,16,Light snow
2015,1,29,22,1,0,3,1,0,0.0,85,16,Light snow
2015,1,30,5,1,0,4,1,0,0.8,92,12,Heavy snow
2015,1,30,6,1,0,4,1,0,1.1,92,11,Heavy snow
2015,1,30,7,4,0,4,1,0,0.6,90,16,Heavy snow
2015,1,30,8,5,0,4,1,0,0.0,88,21,Moderate snow
2015,1,30,9,2,0,4,1,0,0.0,87,27,Moderate snow
2015,1,30,12,1,0,4,1,1,0.1,85,23,Blizzard
2015,1,30,13,3,0,4,1,1,0.1,83,27,Blizzard
2015,1,30,14,2,0,4,1,0,0.0,81,31,Blizzard
2015,1,30,16,3,0,4,1,-2,0.0,80,36,Blizzard
2015,1,31,9,1,0,5,0,-10,0.0,81,36,Sunny
2015,1,31,10,1,0,5,0,-9,0.0,80,35,Sunny
2015,1,31,11,1,0,5,0,-8,0.0,80,34,Sunny
2015,1,31,12,1,0,5,0,-7,0.0,79,33,Sunny
2015,1,31,13,3,0,5,0,-6,0.0,79,32,Sunny
2015,1,31,14,1,0,5,0,-6,0.0,79,31,Sunny
2015,1,31,15,2,0,5,0,-6,0.0,79,31,Sunny
2015,1,31,16,1,0,5,0,-6,0.0,80,28,Sunny
2015,1,31,17,1,0,5,0,-7,0.0,81,25,Sunny
2015,1,31,18,2,0,5,0,-8,0.0,82,22,Clear
2015,1,31,20,1,0,5,0,-8,0.0,82,20,Clear
2015,2,1,13,6,0,6,0,0,0.0,86,11,Partly cloudy
2015,2,1,14,1,0,6,0,0,0.0,87,12,Cloudy
2015,2,1,15,4,0,6,0,1,0.0,87,12,Cloudy
2015,2,1,16,8,0,6,0,0,0.0,87,9,Cloudy
2015,2,1,17,4,0,6,0,0,0.1,87,5,Moderate snow
2015,2,1,18,2,0,6,0,-1,0.1,87,2,Moderate snow
2015,2,1,20,1,0,6,0,0,0.3,88,10,Heavy snow
2015,2,1,21,1,0,6,0,0,0.4,89,13,Heavy snow
2015,2,1,22,1,0,6,0,0,0.2,90,15,Heavy snow
2015,2,1,23,1,0,6,0,0,1.2,90,17,Heavy snow
2015,2,2,8,1,0,0,1,1,1.4,99,23,Moderate or heavy freezing rain
2015,2,2,10,1,0,0,1,0,1.0,98,21,Moderate or heavy freezing rain
2015,2,2,17,1,0,0,1,-4,0.4,90,26,Blizzard
2015,2,2,18,1,0,0,1,-4,0.5,88,30,Blizzard
2015,2,2,19,2,0,0,1,-6,0.3,88,33,Blizzard
2015,2,3,6,1,0,1,1,-13,0.0,86,14,Cloudy
2015,2,3,7,1,0,1,1,-11,0.0,84,15,Cloudy
2015,2,3,8,5,0,1,1,-10,0.0,83,16,Partly cloudy
