year,month,day,hour,dayofweek,date,count1
2017,1,7,15,5,2017-01-07,1
2017,1,7,16,5,2017-01-07,0
2017,1,7,17,5,2017-01-07,0
2017,1,7,18,5,2017-01-07,0
2017,1,7,19,5,2017-01-07,0
2017,1,7,20,5,2017-01-07,1
2017,1,7,21,5,2017-01-07,0
2017,1,7,22,5,2017-01-07,0
2017,1,7,23,5,2017-01-07,0
2017,1,8,0,6,2017-01-08,0
2017,1,8,1,6,2017-01-08,0
2017,1,8,2,6,2017-01-08,0
2017,1,8,3,6,2017-01-08,0
2017,1,8,4,6,2017-01-08,1
2017,1,8,5,6,2017-01-08,0
2017,1,8,6,6,2017-01-08,0
2017,1,8,7,6,2017-01-08,0
2017,1,8,8,6,2017-01-08,0
2017,1,8,9,6,2017-01-08,0
2017,1,8,10,6,2017-01-08,2
2017,1,8,11,6,2017-01-08,1
2017,1,8,12,6,2017-01-08,0
2017,1,8,13,6,2017-01-08,2
2017,1,8,14,6,2017-01-08,4
2017,1,8,15,6,2017-01-08,0
2017,1,8,16,6,2017-01-08,0
2017,1,8,17,6,2017-01-08,4
2017,1,8,18,6,2017-01-08,2
2017,1,8,19,6,2017-01-08,0
2017,1,8,20,6,2017-01-08,1
2017,1,8,21,6,2017-01-08,0
2017,1,8,22,6,2017-01-08,2
2017,1,8,23,6,2017-01-08,1
2017,1,9,0,0,2017-01-09,0
2017,1,9,1,0,2017-01-09,0
2017,1,9,2,0,2017-01-09,0
2017,1,9,3,0,2017-01-09,0
2017,1,9,4,0,2017-01-09,0
2017,1,9,5,0,2017-01-09,4
2017,1,9,6,0,2017-01-09,15
2017,1,9,7,0,2017-01-09,22
2017,1,9,8,0,2017-01-09,10
2017,1,9,9,0,2017-01-09,6
2017,1,9,10,0,2017-01-09,2
2017,1,9,11,0,2017-01-09,2
2017,1,9,12,0,2017-01-09,5
2017,1,9,13,0,2017-01-09,1
2017,1,9,14,0,2017-01-09,1
2017,1,9,15,0,2017-01-09,2
2017,1,9,16,0,2017-01-09,1
2017,1,9,17,0,2017-01-09,6
2017,1,9,18,0,2017-01-09,9
2017,1,9,19,0,2017-01-09,4
2017,1,9,20,0,2017-01-09,1
2017,1,9,21,0,2017-01-09,0
2017,1,9,22,0,2017-01-09,2
2017,1,9,23,0,2017-01-09,0
2017,1,10,0,1,2017-01-10,1
2017,1,10,1,1,2017-01-10,0
2017,1,10,2,1,2017-01-10,0
2017,1,10,3,1,2017-01-10,0
2017,1,10,4,1,2017-01-10,3
2017,1,10,5,1,2017-01-10,5
2017,1,10,6,1,2017-01-10,25
2017,1,10,7,1,2017-01-10,32
2017,1,10,8,1,2017-01-10,14
2017,1,10,9,1,2017-01-10,7
2017,1,10,10,1,2017-01-10,4
2017,1,10,11,1,2017-01-10,1
2017,1,10,12,1,2017-01-10,4
2017,1,10,13,1,2017-01-10,4
2017,1,10,14,1,2017-01-10,3
2017,1,10,15,1,2017-01-10,7
2017,1,10,16,1,2017-01-10,6
2017,1,10,17,1,2017-01-10,5
2017,1,10,18,1,2017-01-10,14
2017,1,10,19,1,2017-01-10,11
2017,1,10,20,1,2017-01-10,3
2017,1,10,21,1,2017-01-10,2
2017,1,10,22,1,2017-01-10,3
2017,1,10,23,1,2017-01-10,0
2017,1,11,0,2,2017-01-11,1
2017,1,11,1,2,2017-01-11,0
2017,1,11,2,2,2017-01-11,0
2017,1,11,3,2,2017-01-11,0
2017,1,11,4,2,2017-01-11,3
2017,1,11,5,2,2017-01-11,2
2017,1,11,6,2,2017-01-11,32
2017,1,11,7,2,2017-01-11,42
2017,1,11,8,2,2017-01-11,13
2017,1,11,9,2,2017-01-11,14
2017,1,11,10,2,2017-01-11,6
2017,1,11,11,2,2017-01-11,4
2017,1,11,12,2,2017-01-11,4
2017,1,11,13,2,2017-01-11,8
2017,1,11,14,2,2017-01-11,4
2017,1,11,15,2,2017-01-11,5
2017,1,11,16,2,2017-01-11,4
2017,1,11,17,2,2017-01-11,10
2017,1,11,18,2,2017-01-11,11
2017,1,11,19,2,2017-01-11,14
2017,1,11,20,2,2017-01-11,5
2017,1,11,21,2,2017-01-11,0
2017,1,11,22,2,2017-01-11,0
2017,1,11,23,2,2017-01-11,0
2017,1,12,0,3,2017-01-12,0
2017,1,12,1,3,2017-01-12,0
2017,1,12,2,3,2017-01-12,0
2017,1,12,3,3,2017-01-12,0
2017,1,12,4,3,2017-01-12,3
2017,1,12,5,3,2017-01-12,6
2017,1,12,6,3,2017-01-12,36
2017,1,12,7,3,2017-01-12,35
2017,1,12,8,3,2017-01-12,20
2017,1,12,9,3,2017-01-12,12
2017,1,12,10,3,2017-01-12,7
2017,1,12,11,3,2017-01-12,7
2017,1,12,12,3,2017-01-12,6
2017,1,12,13,3,2017-01-12,10
2017,1,12,14,3,2017-01-12,4
2017,1,12,15,3,2017-01-12,8
2017,1,12,16,3,2017-01-12,11
2017,1,12,17,3,2017-01-12,8
2017,1,12,18,3,2017-01-12,16
2017,1,12,19,3,2017-01-12,23
2017,1,12,20,3,2017-01-12,9
2017,1,12,21,3,2017-01-12,7
2017,1,12,22,3,2017-01-12,9
2017,1,12,23,3,2017-01-12,7
2017,1,13,0,4,2017-01-13,5
2017,1,13,1,4,2017-01-13,1
2017,1,13,2,4,2017-01-13,1
2017,1,13,3,4,2017-01-13,1
2017,1,13,4,4,2017-01-13,1
2017,1,13,5,4,2017-01-13,2
2017,1,13,6,4,2017-01-13,50
2017,1,13,7,4,2017-01-13,17
2017,1,13,8,4,2017-01-13,17
2017,1,13,9,4,2017-01-13,15
2017,1,13,10,4,2017-01-13,4
2017,1,13,11,4,2017-01-13,4
2017,1,13,12,4,2017-01-13,8
2017,1,13,13,4,2017-01-13,9
2017,1,13,14,4,2017-01-13,5
2017,1,13,15,4,2017-01-13,5
2017,1,13,16,4,2017-01-13,4
2017,1,13,17,4,2017-01-13,7
2017,1,13,18,4,2017-01-13,14
2017,1,13,19,4,2017-01-13,6
2017,1,13,20,4,2017-01-13,4
2017,1,13,21,4,2017-01-13,3
2017,1,13,22,4,2017-01-13,1
2017,1,13,23,4,2017-01-13,1
2017,1,14,0,5,2017-01-14,1
2017,1,14,1,5,2017-01-14,0
2017,1,14,2,5,2017-01-14,0
2017,1,14,3,5,2017-01-14,0
2017,1,14,4,5,2017-01-14,1
2017,1,14,5,5,2017-01-14,0
2017,1,14,6,5,2017-01-14,3
2017,1,14,7,5,2017-01-14,3
2017,1,14,8,5,2017-01-14,2
2017,1,14,9,5,2017-01-14,0
2017,1,14,10,5,2017-01-14,7
2017,1,14,11,5,2017-01-14,4
2017,1,14,12,5,2017-01-14,1
2017,1,14,13,5,2017-01-14,3
2017,1,14,14,5,2017-01-14,5
2017,1,14,15,5,2017-01-14,3
2017,1,14,16,5,2017-01-14,3
2017,1,14,17,5,2017-01-14,4
2017,1,14,18,5,2017-01-14,2
2017,1,14,19,5,2017-01-14,2
2017,1,14,20,5,2017-01-14,2
2017,1,14,21,5,2017-01-14,0
2017,1,14,22,5,2017-01-14,0
2017,1,14,23,5,2017-01-14,1
2017,1,15,0,6,2017-01-15,0
2017,1,15,1,6,2017-01-15,1
2017,1,15,2,6,2017-01-15,0
2017,1,15,3,6,2017-01-15,0
2017,1,15,4,6,2017-01-15,0
2017,1,15,5,6,2017-01-15,0
2017,1,15,6,6,2017-01-15,0
2017,1,15,7,6,2017-01-15,0
2017,1,15,8,6,2017-01-15,1
2017,1,15,9,6,2017-01-15,1
2017,1,15,10,6,2017-01-15,4
2017,1,15,11,6,2017-01-15,1
2017,1,15,12,6,2017-01-15,6
2017,1,15,13,6,2017-01-15,6
2017,1,15,14,6,2017-01-15,5
2017,1,15,15,6,2017-01-15,6
2017,1,15,16,6,2017-01-15,5
2017,1,15,17,6,2017-01-15,3
2017,1,15,18,6,2017-01-15,3
2017,1,15,19,6,2017-01-15,5
2017,1,15,20,6,2017-01-15,1
2017,1,15,21,6,2017-01-15,1
2017,1,15,22,6,2017-01-15,5
2017,1,15,23,6,2017-01-15,1
2017,1,16,0,0,2017-01-16,0
2017,1,16,1,0,2017-01-16,0
2017,1,16,2,0,2017-01-16,1
2017,1,16,3,0,2017-01-16,0
2017,1,16,4,0,2017-01-16,2
2017,1,16,5,0,2017-01-16,0
2017,1,16,6,0,2017-01-16,6
2017,1,16,7,0,2017-01-16,13
2017,1,16,8,0,2017-01-16,12
2017,1,16,9,0,2017-01-16,12
2017,1,16,10,0,2017-01-16,1
2017,1,16,11,0,2017-01-16,2
2017,1,16,12,0,2017-01-16,9
2017,1,16,13,0,2017-01-16,3
2017,1,16,14,0,2017-01-16,1
2017,1,16,15,0,2017-01-16,9
2017,1,16,16,0,2017-01-16,8
2017,1,16,17,0,2017-01-16,13
2017,1,16,18,0,2017-01-16,9
2017,1,16,19,0,2017-01-16,6
2017,1,16,20,0,2017-01-16,6
2017,1,16,21,0,2017-01-16,4
2017,1,16,22,0,2017-01-16,3
2017,1,16,23,0,2017-01-16,0
2017,1,17,0,1,2017-01-17,1
2017,1,17,1,1,2017-01-17,2
2017,1,17,2,1,2017-01-17,0
2017,1,17,3,1,2017-01-17,0
2017,1,17,4,1,2017-01-17,4
2017,1,17,5,1,2017-01-17,3
2017,1,17,6,1,2017-01-17,11
2017,1,17,7,1,2017-01-17,16
2017,1,17,8,1,2017-01-17,20
2017,1,17,9,1,2017-01-17,9
2017,1,17,10,1,2017-01-17,2
2017,1,17,11,1,2017-01-17,2
2017,1,17,12,1,2017-01-17,1
2017,1,17,13,1,2017-01-17,2
2017,1,17,14,1,2017-01-17,1
2017,1,17,15,1,2017-01-17,0
2017,1,17,16,1,2017-01-17,5
2017,1,17,17,1,2017-01-17,4
2017,1,17,18,1,2017-01-17,3
2017,1,17,19,1,2017-01-17,5
2017,1,17,20,1,2017-01-17,1
2017,1,17,21,1,2017-01-17,3
2017,1,17,22,1,2017-01-17,4
2017,1,17,23,1,2017-01-17,3
2017,1,18,0,2,2017-01-18,1
2017,1,18,1,2,2017-01-18,0
2017,1,18,2,2,2017-01-18,0
2017,1,18,3,2,2017-01-18,0
2017,1,18,4,2,2017-01-18,3
2017,1,18,5,2,2017-01-18,5
2017,1,18,6,2,2017-01-18,37
2017,1,18,7,2,2017-01-18,33
2017,1,18,8,2,2017-01-18,17
2017,1,18,9,2,2017-01-18,12
2017,1,18,10,2,2017-01-18,5
2017,1,18,11,2,2017-01-18,4
2017,1,18,12,2,2017-01-18,1
2017,1,18,13,2,2017-01-18,7
2017,1,18,14,2,2017-01-18,3
2017,1,18,15,2,2017-01-18,9
2017,1,18,16,2,2017-01-18,5
2017,1,18,17,2,2017-01-18,15
2017,1,18,18,2,2017-01-18,18
2017,1,18,19,2,2017-01-18,9
2017,1,18,20,2,2017-01-18,5
2017,1,18,21,2,2017-01-18,1
2017,1,18,22,2,2017-01-18,4
2017,1,18,23,2,2017-01-18,5
2017,1,19,0,3,2017-01-19,2
2017,1,19,1,3,2017-01-19,1
2017,1,19,2,3,2017-01-19,0
2017,1,19,3,3,2017-01-19,0
2017,1,19,4,3,2017-01-19,2
2017,1,19,5,3,2017-01-19,3
2017,1,19,6,3,2017-01-19,44
2017,1,19,7,3,2017-01-19,28
2017,1,19,8,3,2017-01-19,16
2017,1,19,9,3,2017-01-19,17
2017,1,19,10,3,2017-01-19,9
2017,1,19,11,3,2017-01-19,4
2017,1,19,12,3,2017-01-19,5
2017,1,19,13,3,2017-01-19,5
2017,1,19,14,3,2017-01-19,10
2017,1,19,15,3,2017-01-19,7
2017,1,19,16,3,2017-01-19,8
2017,1,19,17,3,2017-01-19,11
2017,1,19,18,3,2017-01-19,15
2017,1,19,19,3,2017-01-19,12
2017,1,19,20,3,2017-01-19,3
2017,1,19,21,3,2017-01-19,2
2017,1,19,22,3,2017-01-19,5
2017,1,19,23,3,2017-01-19,0
2017,1,20,0,4,2017-01-20,1
2017,1,20,1,4,2017-01-20,1
2017,1,20,2,4,2017-01-20,0
2017,1,20,3,4,2017-01-20,0
2017,1,20,4,4,2017-01-20,3
2017,1,20,5,4,2017-01-20,1
2017,1,20,6,4,2017-01-20,49
2017,1,20,7,4,2017-01-20,34
2017,1,20,8,4,2017-01-20,13
2017,1,20,9,4,2017-01-20,15
2017,1,20,10,4,2017-01-20,10
2017,1,20,11,4,2017-01-20,3
2017,1,20,12,4,2017-01-20,9
2017,1,20,13,4,2017-01-20,7
2017,1,20,14,4,2017-01-20,6
2017,1,20,15,4,2017-01-20,2
2017,1,20,16,4,2017-01-20,3
2017,1,20,17,4,2017-01-20,3
2017,1,20,18,4,2017-01-20,6
2017,1,20,19,4,2017-01-20,6
2017,1,20,20,4,2017-01-20,1
2017,1,20,21,4,2017-01-20,5
2017,1,20,22,4,2017-01-20,2
2017,1,20,23,4,2017-01-20,2
2017,1,21,0,5,2017-01-21,5
2017,1,21,1,5,2017-01-21,0
2017,1,21,2,5,2017-01-21,3
2017,1,21,3,5,2017-01-21,1
2017,1,21,4,5,2017-01-21,0
2017,1,21,5,5,2017-01-21,1
2017,1,21,6,5,2017-01-21,1
2017,1,21,7,5,2017-01-21,2
2017,1,21,8,5,2017-01-21,0
2017,1,21,9,5,2017-01-21,4
2017,1,21,10,5,2017-01-21,4
2017,1,21,11,5,2017-01-21,7
2017,1,21,12,5,2017-01-21,2
2017,1,21,13,5,2017-01-21,12
2017,1,21,14,5,2017-01-21,15
2017,1,21,15,5,2017-01-21,10
2017,1,21,16,5,2017-01-21,6
2017,1,21,17,5,2017-01-21,3
2017,1,21,18,5,2017-01-21,4
2017,1,21,19,5,2017-01-21,7
2017,1,21,20,5,2017-01-21,1
2017,1,21,21,5,2017-01-21,4
2017,1,21,22,5,2017-01-21,10
2017,1,21,23,5,2017-01-21,3
2017,1,22,0,6,2017-01-22,1
2017,1,22,1,6,2017-01-22,1
2017,1,22,2,6,2017-01-22,4
2017,1,22,3,6,2017-01-22,0
2017,1,22,4,6,2017-01-22,0
2017,1,22,5,6,2017-01-22,0
2017,1,22,6,6,2017-01-22,3
2017,1,22,7,6,2017-01-22,2
2017,1,22,8,6,2017-01-22,3
2017,1,22,9,6,2017-01-22,4
2017,1,22,10,6,2017-01-22,3
2017,1,22,11,6,2017-01-22,5
2017,1,22,12,6,2017-01-22,6
2017,1,22,13,6,2017-01-22,11
2017,1,22,14,6,2017-01-22,9
2017,1,22,15,6,2017-01-22,9
2017,1,22,16,6,2017-01-22,2
2017,1,22,17,6,2017-01-22,4
2017,1,22,18,6,2017-01-22,5
2017,1,22,19,6,2017-01-22,5
2017,1,22,20,6,2017-01-22,1
2017,1,22,21,6,2017-01-22,3
2017,1,22,22,6,2017-01-22,6
2017,1,22,23,6,2017-01-22,1
2017,1,23,0,0,2017-01-23,0
2017,1,23,1,0,2017-01-23,2
2017,1,23,2,0,2017-01-23,0
2017,1,23,3,0,2017-01-23,0
2017,1,23,4,0,2017-01-23,3
2017,1,23,5,0,2017-01-23,3
2017,1,23,6,0,2017-01-23,28
2017,1,23,7,0,2017-01-23,14
2017,1,23,8,0,2017-01-23,16
2017,1,23,9,0,2017-01-23,14
2017,1,23,10,0,2017-01-23,3
2017,1,23,11,0,2017-01-23,2
2017,1,23,12,0,2017-01-23,2
2017,1,23,13,0,2017-01-23,6
2017,1,23,14,0,2017-01-23,4
2017,1,23,15,0,2017-01-23,5
2017,1,23,16,0,2017-01-23,3
2017,1,23,17,0,2017-01-23,2
2017,1,23,18,0,2017-01-23,0
2017,1,23,19,0,2017-01-23,0
2017,1,23,20,0,2017-01-23,0
2017,1,23,21,0,2017-01-23,0
2017,1,23,22,0,2017-01-23,0
2017,1,23,23,0,2017-01-23,0
2017,1,24,0,1,2017-01-24,1
2017,1,24,1,1,2017-01-24,0
2017,1,24,2,1,2017-01-24,0
2017,1,24,3,1,2017-01-24,0
2017,1,24,4,1,2017-01-24,1
2017,1,24,5,1,2017-01-24,5
2017,1,24,6,1,2017-01-24,14
2017,1,24,7,1,2017-01-24,10
2017,1,24,8,1,2017-01-24,10
2017,1,24,9,1,2017-01-24,4
2017,1,24,10,1,2017-01-24,2
2017,1,24,11,1,2017-01-24,1
2017,1,24,12,1,2017-01-24,0
2017,1,24,13,1,2017-01-24,0
2017,1,24,14,1,2017-01-24,0
2017,1,24,15,1,2017-01-24,1
2017,1,24,16,1,2017-01-24,2
2017,1,24,17,1,2017-01-24,7
2017,1,24,18,1,2017-01-24,10
2017,1,24,19,1,2017-01-24,9
2017,1,24,20,1,2017-01-24,0
2017,1,24,21,1,2017-01-24,1
2017,1,24,22,1,2017-01-24,1
2017,1,24,23,1,2017-01-24,1
2017,1,25,0,2,2017-01-25,0
2017,1,25,1,2,2017-01-25,1
2017,1,25,2,2,2017-01-25,0
2017,1,25,3,2,2017-01-25,0
2017,1,25,4,2,2017-01-25,3
2017,1,25,5,2,2017-01-25,6
2017,1,25,6,2,2017-01-25,32
2017,1,25,7,2,2017-01-25,14
2017,1,25,8,2,2017-01-25,19
2017,1,25,9,2,2017-01-25,11
2017,1,25,10,2,2017-01-25,6
2017,1,25,11,2,2017-01-25,7
2017,1,25,12,2,2017-01-25,5
2017,1,25,13,2,2017-01-25,8
2017,1,25,14,2,2017-01-25,3
2017,1,25,15,2,2017-01-25,7
2017,1,25,16,2,2017-01-25,10
2017,1,25,17,2,2017-01-25,6
2017,1,25,18,2,2017-01-25,20
2017,1,25,19,2,2017-01-25,18
2017,1,25,20,2,2017-01-25,3
2017,1,25,21,2,2017-01-25,6
2017,1,25,22,2,2017-01-25,5
2017,1,25,23,2,2017-01-25,2
2017,1,26,0,3,2017-01-26,3
2017,1,26,1,3,2017-01-26,2
2017,1,26,2,3,2017-01-26,1
2017,1,26,3,3,2017-01-26,0
2017,1,26,4,3,2017-01-26,2
2017,1,26,5,3,2017-01-26,7
2017,1,26,6,3,2017-01-26,41
2017,1,26,7,3,2017-01-26,36
2017,1,26,8,3,2017-01-26,15
2017,1,26,9,3,2017-01-26,4
2017,1,26,10,3,2017-01-26,5
2017,1,26,11,3,2017-01-26,4
2017,1,26,12,3,2017-01-26,4
2017,1,26,13,3,2017-01-26,4
2017,1,26,14,3,2017-01-26,4
2017,1,26,15,3,2017-01-26,6
2017,1,26,16,3,2017-01-26,4
2017,1,26,17,3,2017-01-26,7
2017,1,26,18,3,2017-01-26,12
2017,1,26,19,3,2017-01-26,17
2017,1,26,20,3,2017-01-26,5
2017,1,26,21,3,2017-01-26,4
2017,1,26,22,3,2017-01-26,4
2017,1,26,23,3,2017-01-26,2
2017,1,27,0,4,2017-01-27,1
2017,1,27,1,4,2017-01-27,0
2017,1,27,2,4,2017-01-27,0
2017,1,27,3,4,2017-01-27,0
2017,1,27,4,4,2017-01-27,2
2017,1,27,5,4,2017-01-27,4
2017,1,27,6,4,2017-01-27,39
2017,1,27,7,4,2017-01-27,32
2017,1,27,8,4,2017-01-27,15
2017,1,27,9,4,2017-01-27,13
2017,1,27,10,4,2017-01-27,5
2017,1,27,11,4,2017-01-27,6
2017,1,27,12,4,2017-01-27,9
2017,1,27,13,4,2017-01-27,5
2017,1,27,14,4,2017-01-27,6
2017,1,27,15,4,2017-01-27,8
2017,1,27,16,4,2017-01-27,7
2017,1,27,17,4,2017-01-27,16
2017,1,27,18,4,2017-01-27,11
2017,1,27,19,4,2017-01-27,7
2017,1,27,20,4,2017-01-27,3
2017,1,27,21,4,2017-01-27,5
2017,1,27,22,4,2017-01-27,6
2017,1,27,23,4,2017-01-27,0
2017,1,28,0,5,2017-01-28,0
2017,1,28,1,5,2017-01-28,0
2017,1,28,2,5,2017-01-28,0
2017,1,28,3,5,2017-01-28,1
2017,1,28,4,5,2017-01-28,0
2017,1,28,5,5,2017-01-28,0
2017,1,28,6,5,2017-01-28,2
2017,1,28,7,5,2017-01-28,2
2017,1,28,8,5,2017-01-28,2
2017,1,28,9,5,2017-01-28,1
2017,1,28,10,5,2017-01-28,6
2017,1,28,11,5,2017-01-28,7
2017,1,28,12,5,2017-01-28,6
2017,1,28,13,5,2017-01-28,5
2017,1,28,14,5,2017-01-28,8
2017,1,28,15,5,2017-01-28,6
2017,1,28,16,5,2017-01-28,6
2017,1,28,17,5,2017-01-28,10
2017,1,28,18,5,2017-01-28,9
2017,1,28,19,5,2017-01-28,1
2017,1,28,20,5,2017-01-28,5
2017,1,28,21,5,2017-01-28,3
2017,1,28,22,5,2017-01-28,2
2017,1,28,23,5,2017-01-28,1
2017,1,29,0,6,2017-01-29,1
2017,1,29,1,6,2017-01-29,0
2017,1,29,2,6,2017-01-29,1
2017,1,29,3,6,2017-01-29,0
2017,1,29,4,6,2017-01-29,0
2017,1,29,5,6,2017-01-29,1
2017,1,29,6,6,2017-01-29,1
2017,1,29,7,6,2017-01-29,1
2017,1,29,8,6,2017-01-29,1
2017,1,29,9,6,2017-01-29,4
2017,1,29,10,6,2017-01-29,2
2017,1,29,11,6,2017-01-29,3
2017,1,29,12,6,2017-01-29,3
2017,1,29,13,6,2017-01-29,5
2017,1,29,14,6,2017-01-29,8
2017,1,29,15,6,2017-01-29,9
2017,1,29,16,6,2017-01-29,5
2017,1,29,17,6,2017-01-29,15
2017,1,29,18,6,2017-01-29,3
2017,1,29,19,6,2017-01-29,7
2017,1,29,20,6,2017-01-29,3
2017,1,29,21,6,2017-01-29,4
2017,1,29,22,6,2017-01-29,2
2017,1,29,23,6,2017-01-29,4
2017,1,30,0,0,2017-01-30,1
