year,month,day,hour,ausleihen,subs,subrate,holidays,weekday,workday,tempC,precipMM,humidity,windspeedKmph,weatherDesc2,starttime,rueckgabe1stunde,ausleihen1stunde,ausleihen2stunde,ausleihen3stunde,ausleihen4stunde,ausleihen5stunde,ausleihen6stunde,crash
2015,1,1,16,7,4,0.5714285714285714,1,3,0,1,0.0,44,26,1,2015-01-01 16:00:00,1,2,3,5,2,3,3,0
2015,1,1,17,2,1,0.5,1,3,0,1,0.0,47,26,1,2015-01-01 17:00:00,5,7,2,3,5,2,3,0
2015,1,2,18,4,4,1.0,0,4,1,1,0.0,66,12,1,2015-01-02 18:00:00,5,6,6,7,11,8,2,0
2015,1,3,16,3,3,1.0,0,5,0,5,0.5,94,16,3,2015-01-03 16:00:00,1,0,0,2,6,10,2,1
2015,1,4,15,2,2,1.0,0,6,0,11,0.0,92,23,1,2015-01-04 15:00:00,7,5,2,8,6,2,1,0
2015,1,4,16,8,8,1.0,0,6,0,11,0.0,94,18,1,2015-01-04 16:00:00,5,2,5,2,8,6,2,0
2015,1,4,17,4,4,1.0,0,6,0,11,0.4,95,13,3,2015-01-04 17:00:00,4,8,2,5,2,8,6,0
2015,1,4,19,1,1,1.0,0,6,0,11,0.2,92,16,3,2015-01-04 19:00:00,5,0,4,8,2,5,2,0
2015,1,4,20,1,1,1.0,0,6,0,10,1.1,86,25,3,2015-01-04 20:00:00,2,1,0,4,8,2,5,0
2015,1,5,12,4,4,1.0,0,0,1,0,0.0,51,29,4,2015-01-05 12:00:00,4,2,3,4,12,4,5,0
2015,1,5,13,1,1,1.0,0,0,1,0,0.0,51,29,4,2015-01-05 13:00:00,2,4,2,3,4,12,4,0
2015,1,5,14,2,2,1.0,0,0,1,0,0.0,50,30,4,2015-01-05 14:00:00,4,1,4,2,3,4,12,0
2015,1,5,15,8,8,1.0,0,0,1,0,0.0,49,30,4,2015-01-05 15:00:00,2,2,1,4,2,3,4,0
2015,1,5,16,3,3,1.0,0,0,1,-2,0.0,50,27,4,2015-01-05 16:00:00,5,8,2,1,4,2,3,0
2015,1,5,17,10,9,0.9,0,0,1,-3,0.0,51,24,4,2015-01-05 17:00:00,4,3,8,2,1,4,2,0
2015,1,5,18,10,10,1.0,0,0,1,-4,0.0,52,21,4,2015-01-05 18:00:00,2,10,3,8,2,1,4,0
2015,1,5,19,4,4,1.0,0,0,1,-5,0.0,50,22,4,2015-01-05 19:00:00,8,10,10,3,8,2,1,0
2015,1,5,20,1,1,1.0,0,0,1,-5,0.0,47,23,1,2015-01-05 20:00:00,3,4,10,10,3,8,2,0
2015,1,5,21,2,2,1.0,0,0,1,-6,0.0,45,24,1,2015-01-05 21:00:00,1,1,4,10,10,3,8,0
2015,1,6,14,1,1,1.0,0,1,1,-5,0.1,71,10,4,2015-01-06 14:00:00,0,0,2,3,1,3,4,0
2015,1,7,13,1,1,1.0,0,2,1,-6,0.0,57,32,4,2015-01-07 13:00:00,0,1,2,1,2,5,2,0
2015,1,7,14,1,1,1.0,0,2,1,-6,0.0,58,35,4,2015-01-07 14:00:00,1,1,1,2,1,2,5,0
2015,1,7,15,1,1,1.0,0,2,1,-7,0.0,58,37,4,2015-01-07 15:00:00,1,1,1,1,2,1,2,0
2015,1,7,16,2,2,1.0,0,2,1,-9,0.0,61,35,4,2015-01-07 16:00:00,0,1,1,1,1,2,1,0
2015,1,7,17,4,4,1.0,0,2,1,-11,0.0,65,33,4,2015-01-07 17:00:00,0,2,1,1,1,1,2,0
2015,1,7,18,1,1,1.0,0,2,1,-12,0.0,68,30,4,2015-01-07 18:00:00,3,4,2,1,1,1,1,0
2015,1,7,21,1,1,1.0,0,2,1,-14,0.0,72,27,4,2015-01-07 21:00:00,0,0,0,1,4,2,1,0
2015,1,8,19,1,1,1.0,0,3,1,-11,0.0,80,15,1,2015-01-08 19:00:00,6,3,5,3,2,1,2,0
2015,1,8,20,2,2,1.0,0,3,1,-11,0.0,78,16,1,2015-01-08 20:00:00,4,1,3,5,3,2,1,0
2015,1,8,21,1,1,1.0,0,3,1,-11,0.0,77,16,1,2015-01-08 21:00:00,3,2,1,3,5,3,2,0
2015,1,10,15,2,2,1.0,0,5,0,-7,0.0,66,19,1,2015-01-10 15:00:00,4,1,2,2,1,2,3,0
2015,1,10,16,2,2,1.0,0,5,0,-8,0.0,70,18,1,2015-01-10 16:00:00,6,2,1,2,2,1,2,0
2015,1,10,18,1,1,1.0,0,5,0,-10,0.0,78,15,1,2015-01-10 18:00:00,1,0,2,2,1,2,2,0
2015,1,10,19,1,1,1.0,0,5,0,-10,0.0,77,16,1,2015-01-10 19:00:00,0,1,0,2,2,1,2,0
2015,1,11,16,11,8,0.7272727272727273,0,6,0,0,0.0,64,14,1,2015-01-11 16:00:00,5,3,6,6,2,1,2,1
2015,1,11,17,5,4,0.8,0,6,0,-1,0.0,66,13,1,2015-01-11 17:00:00,10,11,3,6,6,2,1,1
2015,1,11,18,1,1,1.0,0,6,0,-1,0.0,69,12,1,2015-01-11 18:00:00,2,5,11,3,6,6,2,1
2015,1,11,19,2,2,1.0,0,6,0,-1,0.0,71,13,1,2015-01-11 19:00:00,1,1,5,11,3,6,6,0
2015,1,11,20,1,1,1.0,0,6,0,-1,0.0,72,14,1,2015-01-11 20:00:00,1,2,1,5,11,3,6,0
2015,1,11,22,1,1,1.0,0,6,0,-1,0.0,74,14,1,2015-01-11 22:00:00,1,0,1,2,1,5,11,0
2015,1,12,21,3,0,0.0,0,0,1,2,0.1,91,18,3,2015-01-12 21:00:00,2,1,8,4,5,1,1,0
2015,1,13,12,1,1,1.0,0,1,1,-5,0.0,62,18,1,2015-01-13 12:00:00,0,0,1,3,6,1,1,0
2015,1,13,13,4,4,1.0,0,1,1,-5,0.0,63,21,1,2015-01-13 13:00:00,1,1,0,1,3,6,1,0
2015,1,13,18,7,7,1.0,0,1,1,-8,0.0,71,10,1,2015-01-13 18:00:00,5,6,1,5,4,4,1,0
2015,1,13,19,3,3,1.0,0,1,1,-8,0.0,67,13,1,2015-01-13 19:00:00,3,7,6,1,5,4,4,0
2015,1,13,20,1,1,1.0,0,1,1,-7,0.0,63,16,1,2015-01-13 20:00:00,5,3,7,6,1,5,4,0
2015,1,14,12,4,4,1.0,0,2,1,-1,0.0,65,14,1,2015-01-14 12:00:00,0,2,0,4,5,4,2,0
2015,1,14,20,2,2,1.0,0,2,1,-2,0.0,74,13,1,2015-01-14 20:00:00,4,3,10,13,1,2,2,0
2015,1,15,13,5,4,0.8,0,3,1,1,0.0,57,15,1,2015-01-15 13:00:00,1,2,0,1,6,8,5,0
2015,1,15,18,9,9,1.0,0,3,1,-1,0.0,69,14,1,2015-01-15 18:00:00,9,5,2,6,3,5,2,0
2015,1,15,19,6,6,1.0,0,3,1,-1,0.0,67,15,1,2015-01-15 19:00:00,8,9,5,2,6,3,5,0
2015,1,15,21,2,2,1.0,0,3,1,-1,0.0,63,18,1,2015-01-15 21:00:00,1,0,6,9,5,2,6,0
2015,1,15,22,3,1,0.3333333333333333,0,3,1,-1,0.0,62,18,1,2015-01-15 22:00:00,4,2,0,6,9,5,2,0
2015,1,16,13,3,3,1.0,0,4,1,4,0.0,52,30,1,2015-01-16 13:00:00,3,3,0,3,5,9,3,1
2015,1,16,18,3,3,1.0,0,4,1,-3,0.0,54,33,1,2015-01-16 18:00:00,4,7,6,6,8,3,3,0
2015,1,16,19,3,3,1.0,0,4,1,-4,0.0,53,33,1,2015-01-16 19:00:00,5,3,7,6,6,8,3,0
2015,1,16,20,2,2,1.0,0,4,1,-5,0.0,52,33,1,2015-01-16 20:00:00,0,3,3,7,6,6,8,0
2015,1,16,22,1,1,1.0,0,4,1,-6,0.0,52,30,1,2015-01-16 22:00:00,1,0,2,3,3,7,6,0
2015,1,17,15,3,2,0.6666666666666666,0,5,0,-2,0.0,37,15,1,2015-01-17 15:00:00,1,2,1,2,5,3,2,0
2015,1,17,16,8,6,0.75,0,5,0,-2,0.0,42,15,1,2015-01-17 16:00:00,8,3,2,1,2,5,3,0
2015,1,17,17,5,4,0.8,0,5,0,-2,0.0,46,15,1,2015-01-17 17:00:00,7,8,3,2,1,2,5,0
2015,1,17,18,1,1,1.0,0,5,0,-2,0.0,51,14,1,2015-01-17 18:00:00,3,5,8,3,2,1,2,0
2015,1,19,13,3,3,1.0,1,0,0,4,0.0,66,24,2,2015-01-19 13:00:00,2,5,4,3,3,2,1,1
2015,1,19,14,7,5,0.7142857142857143,1,0,0,4,0.0,67,24,1,2015-01-19 14:00:00,6,3,5,4,3,3,2,1
2015,1,19,15,3,1,0.3333333333333333,1,0,0,4,0.0,69,23,1,2015-01-19 15:00:00,7,7,3,5,4,3,3,1
2015,1,19,16,4,1,0.25,1,0,0,3,0.0,73,21,1,2015-01-19 16:00:00,7,3,7,3,5,4,3,0
2015,1,19,17,4,4,1.0,1,0,0,2,0.0,76,19,1,2015-01-19 17:00:00,6,4,3,7,3,5,4,0
2015,1,19,18,4,4,1.0,1,0,0,2,0.0,80,17,1,2015-01-19 18:00:00,5,4,4,3,7,3,5,0
2015,1,19,19,4,4,1.0,1,0,0,1,0.0,80,17,1,2015-01-19 19:00:00,6,4,4,4,3,7,3,0
2015,1,19,20,3,3,1.0,1,0,0,1,0.0,81,17,1,2015-01-19 20:00:00,3,4,4,4,4,3,7,0
2015,1,19,21,1,1,1.0,1,0,0,1,0.0,81,18,1,2015-01-19 21:00:00,3,3,4,4,4,4,3,0
2015,1,20,13,4,4,1.0,0,1,1,4,0.0,60,16,1,2015-01-20 13:00:00,2,3,3,4,7,9,3,0
2015,1,20,14,4,4,1.0,0,1,1,4,0.0,62,16,3,2015-01-20 14:00:00,3,4,3,3,4,7,9,0
2015,1,20,15,7,5,0.7142857142857143,0,1,1,3,0.0,64,15,3,2015-01-20 15:00:00,4,4,4,3,3,4,7,0
2015,1,20,16,3,3,1.0,0,1,1,2,0.0,66,14,3,2015-01-20 16:00:00,0,7,4,4,3,3,4,0
2015,1,20,17,8,8,1.0,0,1,1,1,0.0,67,13,4,2015-01-20 17:00:00,5,3,7,4,4,3,3,1
2015,1,20,18,9,9,1.0,0,1,1,0,0.0,68,12,4,2015-01-20 18:00:00,5,8,3,7,4,4,3,1
2015,1,20,19,4,4,1.0,0,1,1,0,0.0,68,14,4,2015-01-20 19:00:00,5,9,8,3,7,4,4,0
2015,1,20,20,3,3,1.0,0,1,1,0,0.0,67,16,1,2015-01-20 20:00:00,5,4,9,8,3,7,4,0
2015,1,20,21,2,2,1.0,0,1,1,-1,0.0,66,17,1,2015-01-20 21:00:00,0,3,4,9,8,3,7,0
2015,1,21,13,2,2,1.0,0,2,1,1,0.0,35,4,2,2015-01-21 13:00:00,1,3,1,2,8,13,2,0
2015,1,21,14,4,4,1.0,0,2,1,1,0.0,36,3,2,2015-01-21 14:00:00,3,2,3,1,2,8,13,0
2015,1,21,15,5,5,1.0,0,2,1,1,0.0,38,2,2,2015-01-21 15:00:00,1,4,2,3,1,2,8,0
2015,1,21,16,3,3,1.0,0,2,1,1,0.0,41,2,2,2015-01-21 16:00:00,2,5,4,2,3,1,2,0
2015,1,21,17,6,6,1.0,0,2,1,0,0.0,45,2,3,2015-01-21 17:00:00,4,3,5,4,2,3,1,0
2015,1,21,18,4,4,1.0,0,2,1,0,0.0,48,3,3,2015-01-21 18:00:00,5,6,3,5,4,2,3,0
2015,1,21,19,5,5,1.0,0,2,1,0,0.0,53,4,3,2015-01-21 19:00:00,5,4,6,3,5,4,2,0
2015,1,21,20,2,2,1.0,0,2,1,-1,0.1,58,6,4,2015-01-21 20:00:00,7,5,4,6,3,5,4,0
2015,1,21,21,1,1,1.0,0,2,1,-1,0.1,62,8,4,2015-01-21 21:00:00,0,2,5,4,6,3,5,0
2015,1,21,22,1,1,1.0,0,2,1,-1,0.0,66,7,4,2015-01-21 22:00:00,1,1,2,5,4,6,3,0
2015,1,22,11,3,3,1.0,0,3,1,2,0.0,64,12,1,2015-01-22 11:00:00,4,4,4,9,6,3,1,1
2015,1,22,12,2,2,1.0,0,3,1,3,0.0,65,13,1,2015-01-22 12:00:00,2,3,4,4,9,6,3,0
2015,1,22,13,3,2,0.6666666666666666,0,3,1,3,0.0,66,12,1,2015-01-22 13:00:00,1,2,3,4,4,9,6,0
2015,1,22,14,4,4,1.0,0,3,1,3,0.0,67,11,2,2015-01-22 14:00:00,5,3,2,3,4,4,9,0
2015,1,22,15,2,2,1.0,0,3,1,3,0.0,68,10,2,2015-01-22 15:00:00,3,4,3,2,3,4,4,0
2015,1,22,16,5,3,0.6,0,3,1,2,0.0,70,12,2,2015-01-22 16:00:00,2,2,4,3,2,3,4,0
2015,1,22,17,8,8,1.0,0,3,1,1,0.0,72,14,1,2015-01-22 17:00:00,4,5,2,4,3,2,3,0
2015,1,22,18,2,2,1.0,0,3,1,0,0.0,74,16,1,2015-01-22 18:00:00,4,8,5,2,4,3,2,1
2015,1,22,19,3,3,1.0,0,3,1,0,0.0,73,18,1,2015-01-22 19:00:00,2,2,8,5,2,4,3,1
2015,1,22,20,3,3,1.0,0,3,1,-1,0.0,73,20,1,2015-01-22 20:00:00,6,3,2,8,5,2,4,0
2015,1,22,21,1,1,1.0,0,3,1,-1,0.0,72,23,1,2015-01-22 21:00:00,1,3,3,2,8,5,2,0
2015,1,22,23,2,0,0.0,0,3,1,-1,0.0,70,18,1,2015-01-22 23:00:00,2,0,1,3,3,2,8,0
2015,1,23,11,2,2,1.0,0,4,1,3,0.0,52,11,1,2015-01-23 11:00:00,2,2,7,9,5,1,2,1
2015,1,23,12,1,1,1.0,0,4,1,3,0.0,50,11,1,2015-01-23 12:00:00,2,2,2,7,9,5,1,1
2015,1,23,13,5,5,1.0,0,4,1,3,0.0,56,13,1,2015-01-23 13:00:00,2,1,2,2,7,9,5,0
2015,1,23,14,8,8,1.0,0,4,1,3,0.0,62,15,1,2015-01-23 14:00:00,6,5,1,2,2,7,9,0
2015,1,23,15,4,4,1.0,0,4,1,2,0.0,67,18,1,2015-01-23 15:00:00,7,8,5,1,2,2,7,0
2015,1,23,16,8,8,1.0,0,4,1,2,0.0,72,16,1,2015-01-23 16:00:00,6,4,8,5,1,2,2,0
2015,1,23,17,3,3,1.0,0,4,1,1,0.0,77,14,2,2015-01-23 17:00:00,4,8,4,8,5,1,2,0
2015,1,23,18,3,3,1.0,0,4,1,1,0.0,81,12,2,2015-01-23 18:00:00,3,3,8,4,8,5,1,0
2015,1,23,19,7,7,1.0,0,4,1,1,0.0,81,12,2,2015-01-23 19:00:00,7,3,3,8,4,8,5,0
2015,1,23,20,2,2,1.0,0,4,1,1,0.0,81,12,2,2015-01-23 20:00:00,5,7,3,3,8,4,8,1
2015,1,23,22,2,2,1.0,0,4,1,1,0.0,85,12,2,2015-01-23 22:00:00,2,0,2,7,3,3,8,0
2015,1,23,23,1,1,1.0,0,4,1,1,0.5,88,11,3,2015-01-23 23:00:00,3,2,0,2,7,3,3,0
2015,1,25,13,12,11,0.9166666666666666,0,6,0,2,0.0,78,20,4,2015-01-25 13:00:00,2,2,7,1,3,1,1,0
2015,1,25,14,9,8,0.8888888888888888,0,6,0,2,0.0,79,20,1,2015-01-25 14:00:00,7,12,2,7,1,3,1,0
2015,1,25,15,3,2,0.6666666666666666,0,6,0,2,0.0,80,19,1,2015-01-25 15:00:00,6,9,12,2,7,1,3,0
2015,1,25,16,4,2,0.5,0,6,0,0,0.0,80,17,1,2015-01-25 16:00:00,4,3,9,12,2,7,1,0
2015,1,25,17,1,1,1.0,0,6,0,-1,0.0,80,14,1,2015-01-25 17:00:00,7,4,3,9,12,2,7,0
2015,1,25,19,3,3,1.0,0,6,0,-2,0.0,80,13,1,2015-01-25 19:00:00,4,0,1,4,3,9,12,0
2015,1,25,20,1,1,1.0,0,6,0,-2,0.0,80,15,3,2015-01-25 20:00:00,3,3,0,1,4,3,9,0
2015,1,28,17,3,3,1.0,0,2,1,-4,0.0,82,15,1,2015-01-28 17:00:00,0,2,1,3,1,1,3,0
2015,1,28,18,1,1,1.0,0,2,1,-6,0.0,83,12,1,2015-01-28 18:00:00,0,3,2,1,3,1,1,0
2015,1,28,19,3,3,1.0,0,2,1,-6,0.0,82,13,1,2015-01-28 19:00:00,7,1,3,2,1,3,1,0
2015,1,28,20,3,3,1.0,0,2,1,-6,0.0,81,14,1,2015-01-28 20:00:00,3,3,1,3,2,1,3,0
2015,1,28,21,1,1,1.0,0,2,1,-6,0.0,80,16,1,2015-01-28 21:00:00,1,3,3,1,3,2,1,0
2015,1,28,23,1,1,1.0,0,2,1,-7,0.0,79,13,1,2015-01-28 23:00:00,1,0,1,3,3,1,3,0
2015,1,29,12,1,1,1.0,0,3,1,-2,0.0,75,6,2,2015-01-29 12:00:00,2,1,2,2,7,1,2,0
2015,1,29,13,2,2,1.0,0,3,1,-2,0.0,76,7,2,2015-01-29 13:00:00,0,1,1,2,2,7,1,0
2015,1,29,14,1,1,1.0,0,3,1,-1,0.0,77,9,2,2015-01-29 14:00:00,0,2,1,1,2,2,7,0
2015,1,29,15,1,1,1.0,0,3,1,-1,0.0,79,10,2,2015-01-29 15:00:00,6,1,2,1,1,2,2,1
2015,1,29,16,4,4,1.0,0,3,1,-1,0.0,80,11,2,2015-01-29 16:00:00,2,1,1,2,1,1,2,1
2015,1,29,17,3,3,1.0,0,3,1,-1,0.0,82,12,2,2015-01-29 17:00:00,3,4,1,1,2,1,1,0
2015,1,29,18,1,1,1.0,0,3,1,0,0.0,83,13,2,2015-01-29 18:00:00,2,3,4,1,1,2,1,0
2015,1,29,19,2,2,1.0,0,3,1,0,0.0,83,15,2,2015-01-29 19:00:00,5,1,3,4,1,1,2,0
2015,1,29,21,1,1,1.0,0,3,1,0,0.0,84,18,3,2015-01-29 21:00:00,1,0,2,1,3,4,1,0
2015,1,29,22,1,1,1.0,0,3,1,0,0.0,85,16,3,2015-01-29 22:00:00,0,1,0,2,1,3,4,0
2015,1,30,11,2,2,1.0,0,4,1,1,0.1,85,24,4,2015-01-30 11:00:00,0,1,2,5,3,1,1,1
2015,1,30,12,1,1,1.0,0,4,1,1,0.1,85,23,4,2015-01-30 12:00:00,0,2,1,2,5,3,1,1
2015,1,30,13,2,2,1.0,0,4,1,1,0.1,83,27,4,2015-01-30 13:00:00,1,1,2,1,2,5,3,1
2015,1,30,14,2,2,1.0,0,4,1,0,0.0,81,31,4,2015-01-30 14:00:00,3,2,1,2,1,2,5,1
2015,1,30,15,2,2,1.0,0,4,1,0,0.0,80,35,4,2015-01-30 15:00:00,2,2,2,1,2,1,2,0
2015,1,30,16,1,1,1.0,0,4,1,-2,0.0,80,36,4,2015-01-30 16:00:00,0,2,2,2,1,2,1,0
2015,1,30,17,1,1,1.0,0,4,1,-4,0.0,81,36,4,2015-01-30 17:00:00,3,1,2,2,2,1,2,0
2015,1,31,15,4,4,1.0,0,5,0,-6,0.0,79,31,1,2015-01-31 15:00:00,1,1,3,1,2,1,1,0
2015,1,31,16,2,2,1.0,0,5,0,-6,0.0,80,28,1,2015-01-31 16:00:00,2,4,1,3,1,2,1,0
2015,1,31,18,3,3,1.0,0,5,0,-8,0.0,82,22,1,2015-01-31 18:00:00,1,0,2,4,1,3,1,0
2015,1,31,19,1,1,1.0,0,5,0,-8,0.0,82,21,1,2015-01-31 19:00:00,2,3,0,2,4,1,3,0
2015,2,1,18,4,4,1.0,0,6,0,-1,0.1,87,2,4,2015-02-01 18:00:00,4,4,4,5,3,1,1,0
2015,2,1,19,1,1,1.0,0,6,0,0,0.0,88,6,4,2015-02-01 19:00:00,2,4,4,4,5,3,1,0
2015,2,1,22,1,1,1.0,0,6,0,0,0.2,90,15,4,2015-02-01 22:00:00,1,0,0,1,4,4,4,0
2015,2,3,12,1,1,1.0,0,1,1,-6,0.0,82,13,1,2015-02-03 12:00:00,0,1,0,1,2,1,1,0
2015,2,5,13,1,1,1.0,0,3,1,-5,0.1,81,31,4,2015-02-05 13:00:00,2,0,1,1,3,8,3,0
2015,2,5,23,1,1,1.0,0,3,1,-12,0.0,85,22,1,2015-02-05 23:00:00,1,0,0,1,4,2,1,0
2015,2,6,19,1,1,1.0,0,4,1,-6,0.0,83,13,1,2015-02-06 19:00:00,3,3,6,1,3,5,1,1
2015,2,6,20,3,3,1.0,0,4,1,-6,0.0,83,14,1,2015-02-06 20:00:00,5,1,3,6,1,3,5,1
2015,2,6,22,1,1,1.0,0,4,1,-7,0.0,84,15,1,2015-02-06 22:00:00,0,0,3,1,3,6,1,0
2015,2,8,15,4,4,1.0,0,6,0,1,0.1,99,18,3,2015-02-08 15:00:00,4,3,4,3,4,2,2,0
2015,2,8,16,4,4,1.0,0,6,0,1,0.1,98,15,3,2015-02-08 16:00:00,4,4,3,4,3,4,2,0
2015,2,8,17,3,3,1.0,0,6,0,1,0.0,98,13,2,2015-02-08 17:00:00,6,4,4,3,4,3,4,0
2015,2,8,18,4,4,1.0,0,6,0,1,0.0,98,11,2,2015-02-08 18:00:00,5,3,4,4,3,4,3,0
2015,2,8,19,1,1,1.0,0,6,0,0,0.0,98,15,2,2015-02-08 19:00:00,2,4,3,4,4,3,4,0
2015,2,8,21,1,1,1.0,0,6,0,-2,0.1,97,23,4,2015-02-08 21:00:00,0,0,1,4,3,4,4,0
2015,2,10,13,1,1,1.0,0,1,1,0,0.0,92,21,4,2015-02-10 13:00:00,2,1,0,2,1,4,1,1
2015,2,10,18,6,6,1.0,0,1,1,-1,0.0,91,19,4,2015-02-10 18:00:00,1,5,4,3,3,1,1,0
2015,2,10,19,5,5,1.0,0,1,1,-2,0.0,90,22,4,2015-02-10 19:00:00,7,6,5,4,3,3,1,0
2015,2,10,20,3,3,1.0,0,1,1,-2,0.0,90,24,1,2015-02-10 20:00:00,5,5,6,5,4,3,3,0
2015,2,10,21,2,2,1.0,0,1,1,-2,0.0,89,27,1,2015-02-10 21:00:00,2,3,5,6,5,4,3,0
2015,2,11,11,2,2,1.0,0,2,1,-5,0.0,88,14,1,2015-02-11 11:00:00,2,1,4,7,1,1,1,1
2015,2,11,12,1,1,1.0,0,2,1,-4,0.0,88,9,1,2015-02-11 12:00:00,4,2,1,4,7,1,1,0
2015,2,11,13,3,3,1.0,0,2,1,-4,0.0,88,10,1,2015-02-11 13:00:00,0,1,2,1,4,7,1,0
2015,2,11,14,4,4,1.0,0,2,1,-3,0.0,87,10,2,2015-02-11 14:00:00,3,3,1,2,1,4,7,0
2015,2,11,15,4,4,1.0,0,2,1,-2,0.0,87,11,2,2015-02-11 15:00:00,1,4,3,1,2,1,4,0
2015,2,11,16,2,2,1.0,0,2,1,-4,0.0,88,10,2,2015-02-11 16:00:00,5,4,4,3,1,2,1,0
2015,2,11,17,5,5,1.0,0,2,1,-6,0.0,89,9,3,2015-02-11 17:00:00,2,2,4,4,3,1,2,0
2015,2,11,18,6,6,1.0,0,2,1,-8,0.0,90,8,3,2015-02-11 18:00:00,3,5,2,4,4,3,1,0
2015,2,11,19,3,3,1.0,0,2,1,-7,0.0,89,8,3,2015-02-11 19:00:00,4,6,5,2,4,4,3,0
2015,2,11,20,1,1,1.0,0,2,1,-6,0.0,89,8,1,2015-02-11 20:00:00,3,3,6,5,2,4,4,0
2015,2,11,21,1,1,1.0,0,2,1,-5,0.0,88,8,1,2015-02-11 21:00:00,1,1,3,6,5,2,4,0
2015,2,13,13,1,1,1.0,0,4,1,-10,0.0,81,24,1,2015-02-13 13:00:00,1,0,0,1,3,4,3,1
2015,2,13,19,1,1,1.0,0,4,1,-12,0.0,82,12,1,2015-02-13 19:00:00,0,2,2,1,5,7,1,0
2015,2,13,20,1,1,1.0,0,4,1,-12,0.0,82,11,1,2015-02-13 20:00:00,0,1,2,2,1,5,7,0
2015,2,17,21,1,1,1.0,0,1,1,-5,0.0,88,12,1,2015-02-17 21:00:00,0,2,2,3,3,1,3,0
2015,2,18,21,1,1,1.0,0,2,1,-5,0.0,80,11,1,2015-02-18 21:00:00,0,0,2,3,7,3,8,0
2015,2,19,12,2,2,1.0,0,3,1,-8,0.1,77,32,4,2015-02-19 12:00:00,0,0,2,4,3,2,2,0
2015,2,19,13,1,1,1.0,0,3,1,-8,0.0,77,32,4,2015-02-19 13:00:00,4,2,0,2,4,3,2,0
2015,2,19,18,3,3,1.0,0,3,1,-11,0.2,83,28,4,2015-02-19 18:00:00,2,2,2,1,1,1,2,0
2015,2,19,19,1,1,1.0,0,3,1,-12,0.1,82,30,4,2015-02-19 19:00:00,0,3,2,2,1,1,1,0
2015,2,19,20,4,4,1.0,0,3,1,-13,0.0,81,32,4,2015-02-19 20:00:00,5,1,3,2,2,1,1,0
2015,2,20,14,3,3,1.0,0,4,1,-10,0.0,80,25,3,2015-02-20 14:00:00,1,0,1,1,1,1,3,1
2015,2,22,20,2,2,1.0,0,6,0,1,0.0,95,13,1,2015-02-22 20:00:00,2,3,4,5,3,2,4,0
2015,2,23,20,2,2,1.0,0,0,1,-15,0.0,82,20,1,2015-02-23 20:00:00,1,3,2,4,1,4,1,0
2015,2,24,13,1,1,1.0,0,1,1,-9,0.0,75,13,2,2015-02-24 13:00:00,0,0,3,2,2,4,3,0
2015,2,24,14,1,1,1.0,0,1,1,-8,0.0,78,14,1,2015-02-24 14:00:00,3,1,0,3,2,2,4,0
2015,2,24,19,2,2,1.0,0,1,1,-8,0.0,89,14,2,2015-02-24 19:00:00,4,5,5,1,4,1,1,1
2015,2,24,20,2,2,1.0,0,1,1,-8,0.0,89,14,1,2015-02-24 20:00:00,3,2,5,5,1,4,1,1
2015,2,24,21,2,2,1.0,0,1,1,-8,0.0,89,13,1,2015-02-24 21:00:00,1,2,2,5,5,1,4,1
2015,2,25,12,4,4,1.0,0,2,1,-1,0.0,79,20,4,2015-02-25 12:00:00,1,4,1,3,8,1,2,1
2015,2,25,13,2,2,1.0,0,2,1,0,0.0,81,19,4,2015-02-25 13:00:00,2,4,4,1,3,8,1,0
2015,2,25,14,3,2,0.6666666666666666,0,2,1,0,0.0,82,19,3,2015-02-25 14:00:00,5,2,4,4,1,3,8,0
2015,2,25,15,3,3,1.0,0,2,1,1,0.0,84,18,3,2015-02-25 15:00:00,2,3,2,4,4,1,3,0
2015,2,25,16,3,3,1.0,0,2,1,0,0.0,85,15,3,2015-02-25 16:00:00,1,3,3,2,4,4,1,0
2015,2,25,17,3,3,1.0,0,2,1,-1,0.0,86,13,1,2015-02-25 17:00:00,2,3,3,3,2,4,4,0
2015,2,25,18,4,2,0.5,0,2,1,-2,0.0,87,10,1,2015-02-25 18:00:00,3,3,3,3,3,2,4,0
2015,2,25,19,4,4,1.0,0,2,1,-2,0.0,87,11,1,2015-02-25 19:00:00,7,4,3,3,3,3,2,0
2015,2,25,20,3,3,1.0,0,2,1,-2,0.0,87,12,1,2015-02-25 20:00:00,5,4,4,3,3,3,3,0
2015,2,25,21,2,2,1.0,0,2,1,-2,0.0,87,13,1,2015-02-25 21:00:00,2,3,4,4,3,3,3,0
2015,2,25,22,1,1,1.0,0,2,1,-4,0.0,86,13,1,2015-02-25 22:00:00,1,2,3,4,4,3,3,0
2015,2,26,18,3,3,1.0,0,3,1,-6,0.0,89,9,3,2015-02-26 18:00:00,3,5,5,4,7,1,1,1
2015,2,26,19,2,2,1.0,0,3,1,-6,0.0,89,9,3,2015-02-26 19:00:00,2,3,5,5,4,7,1,0
2015,2,27,13,3,3,1.0,0,4,1,-5,0.0,80,13,1,2015-02-27 13:00:00,4,1,1,2,4,5,1,0
2015,2,27,14,7,4,0.5714285714285714,0,4,1,-4,0.0,80,15,3,2015-02-27 14:00:00,3,3,1,1,2,4,5,0
2015,2,27,15,2,2,1.0,0,4,1,-4,0.0,79,17,3,2015-02-27 15:00:00,5,7,3,1,1,2,4,0
