year,month,day,hour,ausleihen,holidays,weekday,workday,tempC,precipMM,humidity,windspeedKmph,weatherDesc2,starttime,ausleihen1woche
2015,1,1,2,1,1,3,0,-4,0.0,50,21,Clear,2015-01-01 02:00:00,0
2015,1,1,10,3,1,3,0,-1,0.0,37,25,Sunny,2015-01-01 10:00:00,0
2015,1,1,11,3,1,3,0,0,0.0,36,24,Sunny,2015-01-01 11:00:00,0
2015,1,1,12,2,1,3,0,2,0.0,35,22,Sunny,2015-01-01 12:00:00,0
2015,1,1,13,5,1,3,0,2,0.0,37,23,Sunny,2015-01-01 13:00:00,0
2015,1,1,14,4,1,3,0,2,0.0,39,24,Sunny,2015-01-01 14:00:00,0
2015,1,1,15,2,1,3,0,2,0.0,41,25,Sunny,2015-01-01 15:00:00,0
2015,1,1,16,7,1,3,0,1,0.0,44,26,Sunny,2015-01-01 16:00:00,0
2015,1,1,17,2,1,3,0,1,0.0,47,26,Sunny,2015-01-01 17:00:00,0
2015,1,1,22,1,1,3,0,0,0.0,59,23,Clear,2015-01-01 22:00:00,0
2015,1,1,23,1,1,3,0,0,0.0,58,20,Clear,2015-01-01 23:00:00,0
2015,1,2,8,4,0,4,1,2,0.0,64,22,Sunny,2015-01-02 08:00:00,0
2015,1,2,9,5,0,4,1,3,0.0,60,26,Sunny,2015-01-02 09:00:00,0
2015,1,2,10,6,0,4,1,3,0.0,57,24,Sunny,2015-01-02 10:00:00,0
2015,1,2,12,2,0,4,1,5,0.0,51,22,Sunny,2015-01-02 12:00:00,0
2015,1,2,13,8,0,4,1,4,0.0,53,20,Sunny,2015-01-02 13:00:00,0
2015,1,2,14,11,0,4,1,4,0.0,54,19,Sunny,2015-01-02 14:00:00,0
2015,1,2,15,7,0,4,1,3,0.0,56,18,Sunny,2015-01-02 15:00:00,0
2015,1,2,16,6,0,4,1,2,0.0,59,16,Sunny,2015-01-02 16:00:00,0
2015,1,2,17,6,0,4,1,2,0.0,63,14,Sunny,2015-01-02 17:00:00,0
2015,1,2,18,4,0,4,1,1,0.0,66,12,Clear,2015-01-02 18:00:00,0
2015,1,3,8,1,0,5,0,2,0.0,69,16,Cloudy,2015-01-03 08:00:00,0
2015,1,3,10,2,0,5,0,3,0.0,71,16,Cloudy,2015-01-03 10:00:00,0
2015,1,3,11,10,0,5,0,3,0.4,75,13,Light rain,2015-01-03 11:00:00,0
2015,1,3,12,6,0,5,0,4,0.6,80,9,Light rain,2015-01-03 12:00:00,0
2015,1,3,13,2,0,5,0,4,0.3,84,12,Light rain,2015-01-03 13:00:00,0
2015,1,3,16,3,0,5,0,5,0.5,94,16,Light rain,2015-01-03 16:00:00,0
2015,1,3,18,1,0,5,0,6,3.9,97,11,Heavy rain,2015-01-03 18:00:00,0
2015,1,3,23,1,0,5,0,7,1.1,98,9,Moderate rain,2015-01-03 23:00:00,0
2015,1,4,6,1,0,6,0,7,0.4,97,9,Light rain,2015-01-04 06:00:00,0
2015,1,4,9,1,0,6,0,6,0.4,94,22,Light rain,2015-01-04 09:00:00,0
2015,1,4,10,3,0,6,0,7,0.2,94,18,Light rain,2015-01-04 10:00:00,0
2015,1,4,11,6,0,6,0,9,0.3,94,14,Light rain,2015-01-04 11:00:00,0
2015,1,4,12,8,0,6,0,10,0.4,95,11,Light rain,2015-01-04 12:00:00,0
2015,1,4,13,2,0,6,0,11,0.2,94,15,Light rain,2015-01-04 13:00:00,0
2015,1,4,14,6,0,6,0,11,0.0,93,19,Partly cloudy,2015-01-04 14:00:00,0
2015,1,4,15,2,0,6,0,11,0.0,92,23,Partly cloudy,2015-01-04 15:00:00,0
2015,1,4,16,8,0,6,0,11,0.0,94,18,Partly cloudy,2015-01-04 16:00:00,0
2015,1,4,17,4,0,6,0,11,0.4,95,13,Light rain,2015-01-04 17:00:00,0
2015,1,4,19,1,0,6,0,11,0.2,92,16,Light rain,2015-01-04 19:00:00,0
2015,1,4,20,1,0,6,0,10,1.1,86,25,Moderate rain at times,2015-01-04 20:00:00,0
2015,1,4,22,1,0,6,0,8,0.7,80,30,Moderate rain at times,2015-01-04 22:00:00,0
2015,1,5,1,1,0,0,1,4,1.1,79,23,Patchy rain possible,2015-01-05 01:00:00,0
2015,1,5,6,5,0,0,1,0,0.0,70,24,Patchy snow possible,2015-01-05 06:00:00,0
2015,1,5,7,4,0,0,1,0,0.0,65,28,Patchy snow possible,2015-01-05 07:00:00,0
2015,1,5,8,12,0,0,1,0,0.0,61,32,Patchy moderate snow,2015-01-05 08:00:00,0
2015,1,5,9,4,0,0,1,0,0.0,57,36,Patchy moderate snow,2015-01-05 09:00:00,0
2015,1,5,10,3,0,0,1,0,0.0,55,34,Patchy moderate snow,2015-01-05 10:00:00,0
2015,1,5,11,2,0,0,1,0,0.0,53,31,Blizzard,2015-01-05 11:00:00,0
2015,1,5,12,4,0,0,1,0,0.0,51,29,Blizzard,2015-01-05 12:00:00,0
2015,1,5,13,1,0,0,1,0,0.0,51,29,Blizzard,2015-01-05 13:00:00,0
2015,1,5,14,2,0,0,1,0,0.0,50,30,Blowing snow,2015-01-05 14:00:00,0
2015,1,5,15,8,0,0,1,0,0.0,49,30,Blowing snow,2015-01-05 15:00:00,0
2015,1,5,16,3,0,0,1,-2,0.0,50,27,Blowing snow,2015-01-05 16:00:00,0
2015,1,5,17,12,0,0,1,-3,0.0,51,24,Patchy snow possible,2015-01-05 17:00:00,0
2015,1,5,18,11,0,0,1,-4,0.0,52,21,Patchy snow possible,2015-01-05 18:00:00,0
2015,1,5,19,4,0,0,1,-5,0.0,50,22,Patchy snow possible,2015-01-05 19:00:00,0
2015,1,5,20,1,0,0,1,-5,0.0,47,23,Partly cloudy,2015-01-05 20:00:00,0
2015,1,5,21,2,0,0,1,-6,0.0,45,24,Partly cloudy,2015-01-05 21:00:00,0
2015,1,6,4,2,0,1,1,-6,0.0,42,10,Partly cloudy,2015-01-06 04:00:00,0
2015,1,6,7,7,0,1,1,-6,0.0,53,6,Cloudy,2015-01-06 07:00:00,0
2015,1,6,8,4,0,1,1,-7,0.1,61,7,Heavy snow,2015-01-06 08:00:00,0
2015,1,6,9,3,0,1,1,-7,0.1,70,8,Heavy snow,2015-01-06 09:00:00,0
2015,1,6,10,1,0,1,1,-6,0.1,70,8,Heavy snow,2015-01-06 10:00:00,0
2015,1,6,11,3,0,1,1,-6,0.2,70,7,Heavy snow,2015-01-06 11:00:00,0
2015,1,6,12,2,0,1,1,-5,0.3,71,7,Heavy snow,2015-01-06 12:00:00,0
2015,1,6,14,1,0,1,1,-5,0.1,71,10,Heavy snow,2015-01-06 14:00:00,0
2015,1,6,16,4,0,1,1,-5,0.1,73,11,Heavy snow,2015-01-06 16:00:00,0
2015,1,6,17,7,0,1,1,-5,0.1,74,10,Patchy heavy snow,2015-01-06 17:00:00,0
2015,1,6,18,3,0,1,1,-6,0.2,75,10,Patchy heavy snow,2015-01-06 18:00:00,0
2015,1,6,19,4,0,1,1,-6,0.1,80,12,Patchy heavy snow,2015-01-06 19:00:00,0
2015,1,6,20,1,0,1,1,-7,0.0,85,14,Patchy snow possible,2015-01-06 20:00:00,0
2015,1,6,21,3,0,1,1,-8,0.0,90,16,Patchy snow possible,2015-01-06 21:00:00,0
2015,1,7,7,2,0,2,1,-8,0.0,77,21,Sunny,2015-01-07 07:00:00,0
2015,1,7,8,5,0,2,1,-7,0.0,71,28,Sunny,2015-01-07 08:00:00,0
2015,1,7,9,2,0,2,1,-6,0.0,65,36,Sunny,2015-01-07 09:00:00,0
2015,1,7,10,1,0,2,1,-6,0.0,62,34,Sunny,2015-01-07 10:00:00,0
2015,1,7,11,2,0,2,1,-6,0.0,60,32,Patchy heavy snow,2015-01-07 11:00:00,0
2015,1,7,12,1,0,2,1,-5,0.0,57,30,Patchy heavy snow,2015-01-07 12:00:00,0
2015,1,7,13,1,0,2,1,-6,0.0,57,32,Patchy heavy snow,2015-01-07 13:00:00,0
2015,1,7,14,1,0,2,1,-6,0.0,58,35,Blizzard,2015-01-07 14:00:00,0
2015,1,7,15,1,0,2,1,-7,0.0,58,37,Blizzard,2015-01-07 15:00:00,0
2015,1,7,16,2,0,2,1,-9,0.0,61,35,Blizzard,2015-01-07 16:00:00,0
2015,1,7,17,5,0,2,1,-11,0.0,65,33,Patchy snow possible,2015-01-07 17:00:00,0
2015,1,7,18,1,0,2,1,-12,0.0,68,30,Patchy snow possible,2015-01-07 18:00:00,0
2015,1,7,21,1,0,2,1,-14,0.0,72,27,Patchy snow possible,2015-01-07 21:00:00,0
2015,1,7,23,1,0,2,1,-15,0.0,75,24,Clear,2015-01-07 23:00:00,0
2015,1,8,7,4,0,3,1,-13,0.0,78,18,Sunny,2015-01-08 07:00:00,0
2015,1,8,8,4,0,3,1,-12,0.0,76,22,Partly cloudy,2015-01-08 08:00:00,0
2015,1,8,9,1,0,3,1,-11,0.0,75,27,Partly cloudy,2015-01-08 09:00:00,0
2015,1,8,11,1,0,3,1,-9,0.0,70,21,Sunny,2015-01-08 11:00:00,3
2015,1,8,13,2,0,3,1,-8,0.0,69,20,Sunny,2015-01-08 13:00:00,5
2015,1,8,14,1,0,3,1,-8,0.0,70,20,Sunny,2015-01-08 14:00:00,4
2015,1,8,15,2,0,3,1,-8,0.0,72,21,Sunny,2015-01-08 15:00:00,2
2015,1,8,16,3,0,3,1,-9,0.0,75,19,Sunny,2015-01-08 16:00:00,7
2015,1,8,17,5,0,3,1,-10,0.0,78,17,Sunny,2015-01-08 17:00:00,2
2015,1,8,18,3,0,3,1,-11,0.0,82,15,Clear,2015-01-08 18:00:00,0
2015,1,8,19,1,0,3,1,-11,0.0,80,15,Clear,2015-01-08 19:00:00,0
2015,1,8,20,2,0,3,1,-11,0.0,78,16,Partly cloudy,2015-01-08 20:00:00,0
2015,1,8,21,1,0,3,1,-11,0.0,77,16,Partly cloudy,2015-01-08 21:00:00,0
2015,1,9,7,1,0,4,1,-6,0.1,81,22,Blizzard,2015-01-09 07:00:00,0
2015,1,9,8,1,0,4,1,-5,0.2,82,26,Blizzard,2015-01-09 08:00:00,4
2015,1,9,11,1,0,4,1,-2,0.3,71,26,Patchy heavy snow,2015-01-09 11:00:00,0
2015,1,9,12,1,0,4,1,-1,0.4,65,24,Patchy heavy snow,2015-01-09 12:00:00,2
2015,1,9,14,3,0,4,1,-1,0.0,69,24,Patchy light snow,2015-01-09 14:00:00,11
2015,1,9,16,4,0,4,1,-3,0.0,72,22,Patchy light snow,2015-01-09 16:00:00,6
2015,1,9,17,5,0,4,1,-4,0.0,73,20,Patchy snow possible,2015-01-09 17:00:00,6
2015,1,9,18,4,0,4,1,-6,0.0,74,18,Patchy snow possible,2015-01-09 18:00:00,4
2015,1,9,19,1,0,4,1,-6,0.0,75,19,Patchy snow possible,2015-01-09 19:00:00,0
2015,1,9,20,2,0,4,1,-6,0.0,75,20,Clear,2015-01-09 20:00:00,0
2015,1,9,21,1,0,4,1,-6,0.0,75,21,Clear,2015-01-09 21:00:00,0
2015,1,10,4,1,0,5,0,-10,0.0,80,21,Clear,2015-01-10 04:00:00,0
2015,1,10,7,1,0,5,0,-11,0.0,78,21,Sunny,2015-01-10 07:00:00,0
2015,1,10,9,3,0,5,0,-9,0.0,70,26,Sunny,2015-01-10 09:00:00,0
2015,1,10,10,2,0,5,0,-9,0.0,68,23,Sunny,2015-01-10 10:00:00,2
2015,1,10,11,1,0,5,0,-8,0.0,66,20,Sunny,2015-01-10 11:00:00,10
2015,1,10,12,2,0,5,0,-7,0.0,64,17,Sunny,2015-01-10 12:00:00,6
2015,1,10,13,2,0,5,0,-7,0.0,65,18,Sunny,2015-01-10 13:00:00,2
2015,1,10,14,1,0,5,0,-7,0.0,65,18,Sunny,2015-01-10 14:00:00,0
2015,1,10,15,2,0,5,0,-7,0.0,66,19,Sunny,2015-01-10 15:00:00,0
2015,1,10,16,2,0,5,0,-8,0.0,70,18,Sunny,2015-01-10 16:00:00,3
2015,1,10,18,1,0,5,0,-10,0.0,78,15,Clear,2015-01-10 18:00:00,1
2015,1,10,19,1,0,5,0,-10,0.0,77,16,Clear,2015-01-10 19:00:00,0
2015,1,11,8,1,0,6,0,-6,0.0,67,9,Sunny,2015-01-11 08:00:00,0
2015,1,11,10,2,0,6,0,-4,0.0,59,11,Sunny,2015-01-11 10:00:00,3
2015,1,11,11,1,0,6,0,-2,0.0,55,13,Sunny,2015-01-11 11:00:00,6
2015,1,11,12,2,0,6,0,-1,0.0,51,14,Sunny,2015-01-11 12:00:00,8
2015,1,11,13,6,0,6,0,-1,0.0,55,14,Sunny,2015-01-11 13:00:00,2
2015,1,11,14,7,0,6,0,0,0.0,58,15,Sunny,2015-01-11 14:00:00,6
2015,1,11,15,3,0,6,0,1,0.0,61,15,Sunny,2015-01-11 15:00:00,2
2015,1,11,16,11,0,6,0,0,0.0,64,14,Sunny,2015-01-11 16:00:00,8
2015,1,11,17,5,0,6,0,-1,0.0,66,13,Sunny,2015-01-11 17:00:00,4
2015,1,11,18,1,0,6,0,-1,0.0,69,12,Clear,2015-01-11 18:00:00,0
2015,1,11,19,2,0,6,0,-1,0.0,71,13,Clear,2015-01-11 19:00:00,1
2015,1,11,20,1,0,6,0,-1,0.0,72,14,Partly cloudy,2015-01-11 20:00:00,1
2015,1,11,22,1,0,6,0,-1,0.0,74,14,Partly cloudy,2015-01-11 22:00:00,1
2015,1,12,0,1,0,0,1,-2,0.0,76,12,Cloudy,2015-01-12 00:00:00,0
2015,1,12,7,5,0,0,1,0,0.1,79,11,Freezing drizzle,2015-01-12 07:00:00,4
2015,1,12,8,5,0,0,1,0,0.4,83,13,Light rain,2015-01-12 08:00:00,12
2015,1,12,9,3,0,0,1,1,0.5,86,15,Light rain,2015-01-12 09:00:00,4
2015,1,12,11,2,0,0,1,2,1.3,92,6,Moderate rain,2015-01-12 11:00:00,2
2015,1,12,15,1,0,0,1,2,0.8,97,11,Light rain,2015-01-12 15:00:00,8
2015,1,12,16,1,0,0,1,2,0.4,96,10,Light rain,2015-01-12 16:00:00,3
2015,1,12,17,5,0,0,1,2,0.9,94,9,Moderate rain,2015-01-12 17:00:00,12
2015,1,12,18,4,0,0,1,2,1.2,93,8,Moderate rain,2015-01-12 18:00:00,11
2015,1,12,19,9,0,0,1,2,0.6,92,11,Moderate rain,2015-01-12 19:00:00,4
2015,1,12,20,1,0,0,1,2,0.1,91,14,Patchy light drizzle,2015-01-12 20:00:00,1
2015,1,12,21,4,0,0,1,2,0.1,91,18,Patchy light drizzle,2015-01-12 21:00:00,2
2015,1,13,6,1,0,1,1,-5,0.0,82,18,Sunny,2015-01-13 06:00:00,0
2015,1,13,7,1,0,1,1,-5,0.0,78,22,Sunny,2015-01-13 07:00:00,7
2015,1,13,8,6,0,1,1,-5,0.0,73,26,Sunny,2015-01-13 08:00:00,4
2015,1,13,9,3,0,1,1,-5,0.0,69,29,Sunny,2015-01-13 09:00:00,3
2015,1,13,10,1,0,1,1,-5,0.0,67,26,Sunny,2015-01-13 10:00:00,1
2015,1,13,12,1,0,1,1,-5,0.0,62,18,Sunny,2015-01-13 12:00:00,2
2015,1,13,13,4,0,1,1,-5,0.0,63,21,Sunny,2015-01-13 13:00:00,0
2015,1,13,14,4,0,1,1,-5,0.0,63,23,Sunny,2015-01-13 14:00:00,1
2015,1,13,15,5,0,1,1,-6,0.0,63,25,Sunny,2015-01-13 15:00:00,0
2015,1,13,16,1,0,1,1,-6,0.0,66,20,Sunny,2015-01-13 16:00:00,4
2015,1,13,17,6,0,1,1,-7,0.0,68,15,Sunny,2015-01-13 17:00:00,7
2015,1,13,18,7,0,1,1,-8,0.0,71,10,Clear,2015-01-13 18:00:00,3
2015,1,13,19,3,0,1,1,-8,0.0,67,13,Clear,2015-01-13 19:00:00,4
2015,1,13,20,1,0,1,1,-7,0.0,63,16,Partly cloudy,2015-01-13 20:00:00,1
2015,1,14,6,2,0,2,1,-7,0.0,66,17,Overcast,2015-01-14 06:00:00,0
2015,1,14,7,4,0,2,1,-6,0.0,68,18,Overcast,2015-01-14 07:00:00,2
2015,1,14,8,5,0,2,1,-5,0.0,69,19,Partly cloudy,2015-01-14 08:00:00,5
2015,1,14,9,4,0,2,1,-4,0.0,71,20,Partly cloudy,2015-01-14 09:00:00,2
2015,1,14,11,2,0,2,1,-2,0.0,67,16,Partly cloudy,2015-01-14 11:00:00,2
2015,1,14,12,4,0,2,1,-1,0.0,65,14,Partly cloudy,2015-01-14 12:00:00,1
2015,1,14,14,2,0,2,1,-1,0.0,65,13,Partly cloudy,2015-01-14 14:00:00,1
2015,1,14,15,2,0,2,1,-1,0.0,66,12,Partly cloudy,2015-01-14 15:00:00,1
2015,1,14,16,1,0,2,1,-1,0.0,68,12,Partly cloudy,2015-01-14 16:00:00,2
2015,1,14,17,13,0,2,1,-1,0.0,70,11,Sunny,2015-01-14 17:00:00,5
2015,1,14,18,10,0,2,1,-2,0.0,72,11,Clear,2015-01-14 18:00:00,1
2015,1,14,19,3,0,2,1,-2,0.0,73,12,Clear,2015-01-14 19:00:00,0
2015,1,14,20,2,0,2,1,-2,0.0,74,13,Partly cloudy,2015-01-14 20:00:00,0
2015,1,15,7,5,0,3,1,-3,0.0,75,10,Sunny,2015-01-15 07:00:00,4
2015,1,15,8,8,0,3,1,-3,0.0,73,11,Sunny,2015-01-15 08:00:00,4
2015,1,15,9,6,0,3,1,-3,0.0,70,12,Sunny,2015-01-15 09:00:00,1
2015,1,15,10,1,0,3,1,-1,0.0,64,12,Sunny,2015-01-15 10:00:00,0
2015,1,15,12,2,0,3,1,1,0.0,54,14,Sunny,2015-01-15 12:00:00,0
2015,1,15,13,5,0,3,1,1,0.0,57,15,Sunny,2015-01-15 13:00:00,2
2015,1,15,14,3,0,3,1,1,0.0,60,16,Patchy snow possible,2015-01-15 14:00:00,1
2015,1,15,15,6,0,3,1,0,0.0,63,17,Patchy snow possible,2015-01-15 15:00:00,2
2015,1,15,16,2,0,3,1,0,0.0,65,16,Patchy snow possible,2015-01-15 16:00:00,3
2015,1,15,17,6,0,3,1,-1,0.0,67,15,Sunny,2015-01-15 17:00:00,5
2015,1,15,18,9,0,3,1,-1,0.0,69,14,Clear,2015-01-15 18:00:00,3
2015,1,15,19,6,0,3,1,-1,0.0,67,15,Clear,2015-01-15 19:00:00,1
2015,1,15,21,2,0,3,1,-1,0.0,63,18,Clear,2015-01-15 21:00:00,1
2015,1,15,22,3,0,3,1,-1,0.0,62,18,Clear,2015-01-15 22:00:00,0
2015,1,16,7,3,0,4,1,0,0.0,74,21,Sunny,2015-01-16 07:00:00,1
2015,1,16,8,9,0,4,1,0,0.0,69,25,Sunny,2015-01-16 08:00:00,1
2015,1,16,9,5,0,4,1,1,0.0,64,29,Sunny,2015-01-16 09:00:00,0
2015,1,16,10,3,0,4,1,2,0.0,59,28,Sunny,2015-01-16 10:00:00,0
2015,1,16,12,3,0,4,1,5,0.0,51,27,Partly cloudy,2015-01-16 12:00:00,1
2015,1,16,13,3,0,4,1,4,0.0,52,30,Partly cloudy,2015-01-16 13:00:00,0
2015,1,16,14,8,0,4,1,3,0.0,54,33,Patchy light snow,2015-01-16 14:00:00,3
2015,1,16,15,6,0,4,1,2,0.0,55,36,Patchy light snow,2015-01-16 15:00:00,0
2015,1,16,16,6,0,4,1,0,0.0,55,35,Patchy light snow,2015-01-16 16:00:00,4
2015,1,16,17,7,0,4,1,-2,0.0,54,34,Sunny,2015-01-16 17:00:00,5
2015,1,16,18,3,0,4,1,-3,0.0,54,33,Clear,2015-01-16 18:00:00,4
2015,1,16,19,3,0,4,1,-4,0.0,53,33,Clear,2015-01-16 19:00:00,1
2015,1,16,20,2,0,4,1,-5,0.0,52,33,Clear,2015-01-16 20:00:00,2
2015,1,16,22,1,0,4,1,-6,0.0,52,30,Clear,2015-01-16 22:00:00,0
2015,1,17,9,2,0,5,0,-7,0.0,44,13,Sunny,2015-01-17 09:00:00,3
2015,1,17,10,3,0,5,0,-5,0.0,39,10,Sunny,2015-01-17 10:00:00,2
2015,1,17,11,5,0,5,0,-4,0.0,33,8,Sunny,2015-01-17 11:00:00,1
2015,1,17,12,2,0,5,0,-2,0.0,28,6,Sunny,2015-01-17 12:00:00,2
2015,1,17,13,1,0,5,0,-2,0.0,31,9,Sunny,2015-01-17 13:00:00,2
2015,1,17,14,2,0,5,0,-2,0.0,34,12,Sunny,2015-01-17 14:00:00,1
2015,1,17,15,3,0,5,0,-2,0.0,37,15,Sunny,2015-01-17 15:00:00,2
2015,1,17,16,8,0,5,0,-2,0.0,42,15,Sunny,2015-01-17 16:00:00,2
2015,1,17,17,5,0,5,0,-2,0.0,46,15,Sunny,2015-01-17 17:00:00,0
2015,1,17,18,1,0,5,0,-2,0.0,51,14,Clear,2015-01-17 18:00:00,1
2015,1,17,19,1,0,5,0,-2,0.0,55,16,Clear,2015-01-17 19:00:00,1
2015,1,18,15,1,0,6,0,4,3.6,99,8,Heavy rain,2015-01-18 15:00:00,3
2015,1,18,20,1,0,6,0,3,0.0,92,19,Cloudy,2015-01-18 20:00:00,1
2015,1,19,7,1,1,0,0,1,0.0,79,25,Sunny,2015-01-19 07:00:00,5
2015,1,19,8,2,1,0,0,2,0.0,75,27,Patchy light snow,2015-01-19 08:00:00,5
2015,1,19,9,3,1,0,0,3,0.0,72,30,Patchy light snow,2015-01-19 09:00:00,3
2015,1,19,10,3,1,0,0,3,0.0,69,28,Patchy light snow,2015-01-19 10:00:00,0
2015,1,19,11,4,1,0,0,4,0.0,67,26,Overcast,2015-01-19 11:00:00,2
2015,1,19,12,5,1,0,0,4,0.0,64,24,Overcast,2015-01-19 12:00:00,0
2015,1,19,13,3,1,0,0,4,0.0,66,24,Overcast,2015-01-19 13:00:00,0
2015,1,19,14,7,1,0,0,4,0.0,67,24,Partly cloudy,2015-01-19 14:00:00,0
2015,1,19,15,3,1,0,0,4,0.0,69,23,Partly cloudy,2015-01-19 15:00:00,1
2015,1,19,16,4,1,0,0,3,0.0,73,21,Partly cloudy,2015-01-19 16:00:00,1
2015,1,19,17,4,1,0,0,2,0.0,76,19,Partly cloudy,2015-01-19 17:00:00,5
2015,1,19,18,4,1,0,0,2,0.0,80,17,Partly cloudy,2015-01-19 18:00:00,4
2015,1,19,19,4,1,0,0,1,0.0,80,17,Partly cloudy,2015-01-19 19:00:00,9
2015,1,19,20,3,1,0,0,1,0.0,81,17,Clear,2015-01-19 20:00:00,1
2015,1,19,21,1,1,0,0,1,0.0,81,18,Clear,2015-01-19 21:00:00,4
2015,1,20,7,3,0,1,1,0,0.0,71,13,Sunny,2015-01-20 07:00:00,1
2015,1,20,8,9,0,1,1,1,0.0,66,14,Sunny,2015-01-20 08:00:00,6
2015,1,20,9,7,0,1,1,2,0.0,62,15,Sunny,2015-01-20 09:00:00,3
2015,1,20,10,4,0,1,1,2,0.0,60,15,Sunny,2015-01-20 10:00:00,1
2015,1,20,11,3,0,1,1,3,0.0,59,16,Partly cloudy,2015-01-20 11:00:00,0
2015,1,20,12,3,0,1,1,4,0.0,58,16,Partly cloudy,2015-01-20 12:00:00,1
2015,1,20,13,4,0,1,1,4,0.0,60,16,Partly cloudy,2015-01-20 13:00:00,4
2015,1,20,14,4,0,1,1,4,0.0,62,16,Patchy light snow,2015-01-20 14:00:00,4
2015,1,20,15,7,0,1,1,3,0.0,64,15,Patchy light snow,2015-01-20 15:00:00,5
2015,1,20,16,3,0,1,1,2,0.0,66,14,Patchy light snow,2015-01-20 16:00:00,1
2015,1,20,17,8,0,1,1,1,0.0,67,13,Patchy moderate snow,2015-01-20 17:00:00,6
2015,1,20,18,9,0,1,1,0,0.0,68,12,Patchy moderate snow,2015-01-20 18:00:00,7
2015,1,20,19,4,0,1,1,0,0.0,68,14,Patchy moderate snow,2015-01-20 19:00:00,3
2015,1,20,20,3,0,1,1,0,0.0,67,16,Clear,2015-01-20 20:00:00,1
2015,1,20,21,2,0,1,1,-1,0.0,66,17,Clear,2015-01-20 21:00:00,0
2015,1,21,1,1,0,2,1,-1,0.0,65,13,Clear,2015-01-21 01:00:00,0
2015,1,21,7,2,0,2,1,-2,0.0,51,11,Sunny,2015-01-21 07:00:00,4
2015,1,21,8,13,0,2,1,-2,0.0,45,11,Cloudy,2015-01-21 08:00:00,5
2015,1,21,9,9,0,2,1,-2,0.0,40,11,Cloudy,2015-01-21 09:00:00,4
2015,1,21,10,2,0,2,1,-1,0.0,37,9,Cloudy,2015-01-21 10:00:00,0
2015,1,21,11,1,0,2,1,0,0.0,35,7,Overcast,2015-01-21 11:00:00,2
2015,1,21,12,3,0,2,1,1,0.0,33,5,Overcast,2015-01-21 12:00:00,4
2015,1,21,13,2,0,2,1,1,0.0,35,4,Overcast,2015-01-21 13:00:00,0
2015,1,21,14,4,0,2,1,1,0.0,36,3,Cloudy,2015-01-21 14:00:00,2
2015,1,21,15,5,0,2,1,1,0.0,38,2,Cloudy,2015-01-21 15:00:00,2
2015,1,21,16,3,0,2,1,1,0.0,41,2,Cloudy,2015-01-21 16:00:00,1
2015,1,21,17,7,0,2,1,0,0.0,45,2,Light snow,2015-01-21 17:00:00,13
2015,1,21,18,4,0,2,1,0,0.0,48,3,Light snow,2015-01-21 18:00:00,10
2015,1,21,19,5,0,2,1,0,0.0,53,4,Light snow,2015-01-21 19:00:00,3
2015,1,21,20,2,0,2,1,-1,0.1,58,6,Moderate snow,2015-01-21 20:00:00,2
2015,1,21,21,1,0,2,1,-1,0.1,62,8,Moderate snow,2015-01-21 21:00:00,0
2015,1,21,22,1,0,2,1,-1,0.0,66,7,Moderate snow,2015-01-21 22:00:00,0
2015,1,22,5,1,0,3,1,-1,0.0,62,6,Cloudy,2015-01-22 05:00:00,0
2015,1,22,6,3,0,3,1,-1,0.0,62,5,Cloudy,2015-01-22 06:00:00,0
2015,1,22,7,6,0,3,1,-1,0.0,62,8,Cloudy,2015-01-22 07:00:00,5
2015,1,22,8,9,0,3,1,0,0.0,63,10,Overcast,2015-01-22 08:00:00,8
2015,1,22,9,4,0,3,1,0,0.0,64,12,Overcast,2015-01-22 09:00:00,6
2015,1,22,10,4,0,3,1,1,0.0,64,12,Overcast,2015-01-22 10:00:00,1
2015,1,22,11,3,0,3,1,2,0.0,64,12,Partly cloudy,2015-01-22 11:00:00,0
2015,1,22,12,2,0,3,1,3,0.0,65,13,Partly cloudy,2015-01-22 12:00:00,2
2015,1,22,13,3,0,3,1,3,0.0,66,12,Partly cloudy,2015-01-22 13:00:00,5
2015,1,22,14,4,0,3,1,3,0.0,67,11,Cloudy,2015-01-22 14:00:00,3
2015,1,22,15,2,0,3,1,3,0.0,68,10,Cloudy,2015-01-22 15:00:00,6
2015,1,22,16,5,0,3,1,2,0.0,70,12,Cloudy,2015-01-22 16:00:00,2
2015,1,22,17,8,0,3,1,1,0.0,72,14,Sunny,2015-01-22 17:00:00,6
2015,1,22,18,2,0,3,1,0,0.0,74,16,Clear,2015-01-22 18:00:00,9
2015,1,22,19,3,0,3,1,0,0.0,73,18,Clear,2015-01-22 19:00:00,6
2015,1,22,20,3,0,3,1,-1,0.0,73,20,Clear,2015-01-22 20:00:00,0
2015,1,22,21,1,0,3,1,-1,0.0,72,23,Clear,2015-01-22 21:00:00,2
2015,1,22,23,2,0,3,1,-1,0.0,70,18,Clear,2015-01-22 23:00:00,0
2015,1,23,5,3,0,4,1,0,0.0,72,10,Clear,2015-01-23 05:00:00,0
2015,1,23,6,1,0,4,1,-1,0.0,73,9,Sunny,2015-01-23 06:00:00,0
2015,1,23,7,5,0,4,1,0,0.0,67,9,Sunny,2015-01-23 07:00:00,3
2015,1,23,8,9,0,4,1,0,0.0,61,10,Sunny,2015-01-23 08:00:00,9
2015,1,23,9,8,0,4,1,1,0.0,56,10,Sunny,2015-01-23 09:00:00,5
